dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.subject.keywords,item.collection,item.openaireRights,dc.authority.people,
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/917765,eng;ita,2014,Esperti anonimi,-,-,-,-,urbanplanning; figure urbane; disegno della città; paesaggi; digitale caldo.; Parigi,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PIERLUISI, GABRIELE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/922556,ita;eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"FINESSI, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/922956,ita,2015,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BORGHETTI, FABIO;Bilancia, Giuseppe;Giovannini, Evelin"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925777,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925778,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925779,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925780,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925781,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925782,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925783,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925955,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925956,ita,2015,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/925957,ita,2015,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/932359,eng;ita,2014,Nessuno,-,-,-,-,Tecnologia LED,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"BOSONI, GIAMPIERO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/933559,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CASCIANI, DARIA;ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/933560,eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CASCIANI, DARIA;ROSSI, MAURIZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/934765,ita;eng,2014,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"CASCIANI, DARIA;MUSANTE, FULVIO;ROSSI, MAURIZIO;SINISCALCO, ANDREA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/934767,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"Marco Pedroni;VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/934956,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Emanuela Mora;Agnès Rocamora;VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/934957,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Emanuela Mora;Agnès Rocamora;VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/935158,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"Emanuela Mora;VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/935159,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/935574,eng,2014,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/941158,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,5,"Tommaso Venturini;Donato Ricci;MAURI, MICHELE;Lucy Kimbell;Axel Meunier"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/943384,eng,2014,Comitato scientifico,-,-,-,-,Trans-disciplinary; Design Driven Innovation; Humanities driven; Cross-fertilization,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CELI, MANUELA;Formia,E"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/943779,eng,2014,Esperti anonimi,-,-,-,-,"Creative and design services, 3-D printing, open business models",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"CAUTELA, CABIRIO;P. Pisano;M. Pironti"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/943781,eng,2014,Esperti anonimi,-,-,-,-,design innovation,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"M. Simoni;CAUTELA, CABIRIO;ZURLO, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/943782,eng,2014,Esperti anonimi,-,-,-,-,Business models,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"P. Pisano;CAUTELA, CABIRIO;M. Pironti"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/944357,ita,2014,Esperti anonimi,-,-,-,-,Franco Albini; gomma; Pirelli,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BOSONI, GIAMPIERO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/946755,eng,2015,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BERIA, PAOLO;PONTI, MARCO GUIDO;Ramella F."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/948356,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"AUGELLI, FRANCESCO;ANZANI, ANNA;CANTINI, LORENZO;CONDOLEO, PAOLA;GOBBO, ANTONIA;MASTROPIRRO, ROBERTA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/949955,ita,2014,Comitato scientifico,-,-,-,-,"Design, giocattoli, genere, stereotipi",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/953357,ita;eng,2014,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CASCIANI, DARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/953555,ita,2014,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CASCIANI, DARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/953557,ita,2013,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CASCIANI, DARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/954556,eng,2014,Esperti anonimi,-,-,-,-,materials; chromogenic materials; smart; Design; experimental investigation,04.1 Contributo in Atti di convegno,info:eu-repo/semantics/closedAccess,2,"FERRARA, MARIA RITA;M. Bengisu"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/954557,ita,2014,Esperti anonimi,-,-,-,-,Design; innovazione tecnologica; maker; open design; design practices,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/954558,eng,2014,Esperti anonimi,-,-,-,-,social innovation; creative practices; activism; Design; Mediterranean areas; emerging societal; Socioeconomic impacts; territorial resources; Social design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/955160,eng;ita,2015,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,none,1,"FINESSI, GIUSEPPE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/956555,eng;ita,2014,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"NEBULONI, ATTILIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/956955,ita;eng,2014,Nessuno,-,-,-,-,Brand; Interior Design; Retail design; Fashion and Luxury industry,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"SCULLICA, FRANCESCO;dipartimento di Design del Politecnico di Milano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/956956,eng;ita,2014,"Sì, ma tipo non specificato",-,-,-,-,architettura; Interior Design; Design; furniture design; sostenibilità; progettazione tecnologica,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"SCULLICA, FRANCESCO;dipartimento di design del Politecnico di Milano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/957358,eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,none,4,"MAURI, MICHELE;AZZI, MATTEO;CIMINIERI, DANIELE;UBOLDI, GIORGIO ROBERTO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/957973,eng;ita,2014,"Sì, ma tipo non specificato",-,-,-,-,hotel design; Interior Design; design hostel; art hotel; hotel for all; grandi eventi,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"SCULLICA, FRANCESCO;ELGANI, ELENA MARIELE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/957982,ita,2014,Esperti anonimi,-,-,-,-,storia del design; Material Design; gomma; Pirelli; Roberto Mango,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/957983,eng,2014,Comitato scientifico,-,-,-,-,Mediterranean design; design for emergency; social design; social innovation; economic development,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958182,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"RATTI, ANDREA;ERCOLI, SEBASTIANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958183,eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"RATTI, ANDREA;BIONDA, ARIANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958187,ita,2014,Nessuno,-,-,-,-,materiali; PMMA,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"ROGNOLI, VALENTINA;C. Santulli"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958191,eng,2015,Esperti anonimi,-,-,-,-,Future; Advanced design; Design driven innovation; Responsibility; Ethics; Mediation,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CELI, MANUELA;Flaviano Celaschi"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958210,eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"RATTI, ANDREA;BIONDA, ARIANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958572,eng;ita,2014,Nessuno,-,-,-,-,sostenibilità; ecologia; Design,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"BOSONI, GIAMPIERO;L. Menghini"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/958969,eng;ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"BISSON, MARIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959207,ita,2014,"Sì, ma tipo non specificato",-,-,-,-,temporary living,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959208,ita,2015,Comitato scientifico,-,-,-,-,Leonardo da Vinci,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MARANI, PIETRO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959242,ita;eng,2014,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"MAFFEI, STEFANO;BIANCHINI, MASSIMO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959244,spa;eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"MAFFEI, STEFANO;BIANCHINI, MASSIMO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959245,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959246,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959247,eng,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/959249,ita,2014,Nessuno,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/960380,ita,2014,Nessuno,-,-,-,-,Alessandro Mendini,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/964107,eng,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,none,6,"BALDUINI, MARCO;DELLA VALLE, EMANUELE;AZZI, MATTEO;Larcher, Roberto;Antonelli, Fabrizio;CIUCCARELLI, PAOLO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/965582,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"BORGHETTI, FABIO;GANDINI, PAOLO;Todeschini, Veronica;Pugliano, Antonio;Mattavelli Solbiati, Mauro;Vanetti, Fulvio"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/965630,eng;spa,2015,-,-,-,-,-,esposizione universale Milano 2015,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/965772,eng,2015,Esperti anonimi,-,-,-,-,"Service innovation, Public services, Design industry, Service design",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"SANGIORGI, DANIELA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/967779,ita,2014,-,-,-,-,-,Interior design. Abitare contemporaneo. Spazi urbani complessi. Spazi interstiziali. Qualità ambientali. Design Primario,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"Dezzi Bardeschi, Marco;PICCINNO, GIOVANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/967887,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"BORGHETTI, FABIO;GANDINI, PAOLO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968232,eng,2015,Comitato scientifico,-,-,-,-,"Service Design, New Service Development, Service Innovation",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"SANGIORGI, DANIELA;Prendiville, Alison"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968234,eng,2014,Esperti anonimi,-,-,-,-,service design; design for service; service logic; service innovation; resource integration; value co-creation; service system; co-design; co-creation,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"Wetter Edman, Katarina;SANGIORGI, DANIELA;Edvardsson, Bo;Holmlid, Stefan;Grönroos, Christian;Mattelmäki, Tuuli"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968237,eng,2011,Esperti anonimi,-,-,-,-,"Service Design, Transformative Services, Transformation Design, Transformational Change",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"SANGIORGI, DANIELA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968493,eng,2015,Esperti anonimi,-,-,-,-,Sustainable Product-Service Systems; Design for sustainability; System innovation,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"VEZZOLI, CARLO ARNALDO;Ceschin, F.;Diehl, J. C.;Kohtala, C."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968496,eng,2015,Esperti anonimi,-,-,-,-,"Higher Education Institutions, Curriculum Development, Sustainable Product-Service Systems, Distributed Renewable Energy, Learning Resources, Open Source and Copyleft",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"VEZZOLI, CARLO ARNALDO;Ceschin, F.;Diehl, J. C."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968579,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,Sangiorgi Daniela;Junginger Sabine
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968586,eng,2010,Esperti non anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"SANGIORGI, DANIELA;Gillen, Julia;Junginger, Sabine;Whitham, Roger"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968589,eng,2011,Esperti anonimi,-,-,-,-,"Evidence-based design, experience-based design, public services, primary care, patient engagement, service design, co-design",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"Carr, Valerie;SANGIORGI, DANIELA;Büscher, Monika;Cooper, Rachel"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/968594,eng,2010,Esperti non anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"SANGIORGI, DANIELA;Pacenti, Elena"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970258,eng,2015,Esperti anonimi,-,-,-,-,DIY materials; Imperfection; Personalisation; Self-production,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"ROGNOLI, VALENTINA;BIANCHINI, MASSIMO;MAFFEI, STEFANO;Karana, E."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970267,eng;spa,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"MAFFEI, STEFANO;PARINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970530,ita,2015,Esperti anonimi,-,-,-,-,"Materiali, Design, Growing Design, etica, innovazione",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Catucci, Stefano;FERRARA, MARIA RITA;Lucibello, Sabrina"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970594,eng;ita,2015,-,-,-,-,-,"Material innovation, design, MADEC, smart materials, chromogenic materials, memory shape materials, Daan Roosegaard, Doris Kim Sung",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"ERCOLI, SEBASTIANO;FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970601,ita,2015,Esperti anonimi,-,-,-,-,"design history, food design, food engineering, food studies, Slow Food",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"FERRARA, MARIA RITA;Massari, Sonia"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970606,ita,2015,Esperti anonimi,-,-,-,-,"Anna Maria Fundarò, Disegno industriale, identità siciliana, storia del design, Università di Palermo",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970608,ita,2015,"Sì, ma tipo non specificato",-,-,-,-,"interazione, interfaccia intangibile, interfaccia tangibile",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/970619,eng,2015,Esperti anonimi,-,-,-,-,"communicative dress, responsive environment, smart material interface, interaction design, design research, tangible user interfaces",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"FERRARA, MARIA RITA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/971210,ita,2015,Comitato scientifico,-,-,-,-,Cimitero; forma e misura; metrologia storica; recinto; simbolo;,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"ROSSI, MICHELA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/971212,eng,2015,Esperti anonimi,-,-,-,-,"color, color models, digital color models",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"ROSSI, MICHELA;BURATTI, GIORGIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/971326,eng,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"BRUGLIERI, MAURIZIO;BRUSCHI, FRANCESCO;COLORNI VITALE, ALBERTO;LUE', ALESSANDRO;NOCERINO, ROBERTO;RANA, VINCENZO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/971566,eng,2015,Comitato scientifico,-,-,-,-,Design Innovation; Design value; Designer-citizen,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"MORTATI, MARZIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/971908,eng,2015,Esperti anonimi,-,-,-,-,Service Design; Community Centred  Design; Resilience,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"Joon, Sang Baek;MERONI, ANNA;MANZINI, EZIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973751,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973753,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973754,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973755,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973756,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
