dateissued	typefull	identifier	title	dc.mainAuthor	dc.section	dc.ssid	dc.keywords
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311257754	 decision support system  evaluate transportation system  tramway case study  Como	Ciccarelli Diego	Not in design department	ICAR/13 - Disegno Industriale	case;system;como;trans;porta;study
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311259481	  Chinese Restaurant  Rome	Auricchio Valentina	Not in design department	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311260400	Contenuti digitali  learning	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	learning
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311260493	Design school  factories  knowledge	Collina Luisa Maria Virginia	Full Professor	ICAR/13 - Disegno Industriale	led;knowledge
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311260860	Formati  linguaggi dell'editoria digitale	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	digitale;linguaggi
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311260993	Workshop Ustica 2003 Risultati finali	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	workshop
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311261298	Technology  Trasparency	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	tech
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311262652	Design degli imballaggi	Bucchetti Valeria Luisa	Associate Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311264115	CaLABria DESIGN  design  valorizzare  contesti  artigianato artistico calabrese  partire dalle esperienze della collezione Atena    Pagg    sezione Emporio   Pagg 	Trini Castelli Clino	Not in design department	ICAR/13 - Disegno Industriale	valori;contesti;arti;artigianato;valorizza;atena;calabrese;calabria;lab;partire;testi;ezio;pagg;test
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311265465	Esperienze  cantiere	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	cantiere
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311266311	 progettazione  sistema come approccio metodologico  sviluppare soluzioni sostenibili  contestualizzate design  system  methodological approach  develop sustainable  contextualised solutions	Meroni Anna	Associate Professor	ICAR/13 - Disegno Industriale	approccio;metodo;azione;system;sustainable;tema;test
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311268055	 manuale d'autore	Baule Giovanni	Full Professor	ICAR/13 - Disegno Industriale	manuale;autore
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311268973	 potenzialit�  design	Simonelli Giuliano	Full Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311269626	Confrontarsi   strategia dﾒimpresa	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	impresa
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311273342	Application   probabilistic model   assessment   historic buildings under permanent loading	Garavaglia Elsa	Not in design department	ICAR/13 - Disegno Industriale	applicati;building
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311274081	L'importanza  fattore design nella competitivit�  sistema italiano dell'arredamento	Simonelli Giuliano	Full Professor	ICAR/13 - Disegno Industriale	italia;fattore;tema;porta;arredamento
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311274097	Comunicazione strategica	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	comunicazione;azione;comuni
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311274114	Piramidi   disegno come trasformazione  visibile	Pierluisi Gabriele	0	ICAR/13 - Disegno Industriale	formazione;azione;segno
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506134	Anschauung	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506135	Erkenntnis	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506169	L'altro degli altri  questione dell'alterit�   comunit�  stranieri  Milano	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	milan;questione;comuni;questi
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506170	 interstizi nella comunicazione corporea  nudo	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	comunicazione;corpo;azione;comuni
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506577	University role  Human Energies Empowerment	Biamonti Alessandro	Associate Professor	ICAR/13 - Disegno Industriale	human
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506732	Punto 	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311506960	Riflessioni  margine dell'esperienza  ricercaazione  Ustica	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	ricerca;esperienza;riflessioni;azione;mar
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507039	MOVIE DESIGN   COMUNICAZIONE  BENI CULTURALI aLCUNI ESEMPI	Galbiati Maria Luisa	Full Professor	ICAR/13 - Disegno Industriale	cultura;comunicazione;beni;azione;comuni;movie;cult;vie
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507139	 comunicazione dell'opera	Parente Marina	Associate Professor	ICAR/13 - Disegno Industriale	era;comunicazione;azione;comuni
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507140	 musei scientifici alle nuove forme  exhibition design	Parente Marina	Associate Professor	ICAR/13 - Disegno Industriale	nuove;forme;musei;exhibition
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507237	Caimi nuove strategie   sito  Caimi	Arquilla Venanzio	Associate Professor	ICAR/13 - Disegno Industriale	nuove;sito
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507264	Workshop design Contesto esperienze  risvolti della didattica  progetto	Celi Manuela	Associate Professor	ICAR/13 - Disegno Industriale	atti;workshop;testo;test
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507269	Generating Tools fighting barriers  innovation	Collina Luisa Maria Virginia	Full Professor	ICAR/13 - Disegno Industriale	era
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507658	evoluzione tecnologica  consapevolezza progettuale	Bertolotti Elisa	Not in design department	ICAR/13 - Disegno Industriale	consapevole
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507659	contesti digitali ambienti virtuali interattivi  localizzazione culturale	Bertolotti Elisa	Not in design department	ICAR/13 - Disegno Industriale	era;cultura;atti;contesti;azione;cult;testi;test
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507664	Technology  transparency	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	trans;tech
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507746	 tecniche  indagine  design  lﾒutente  design  lﾒutente	Ranci Ortigosa Costanzo	Not in design department	ICAR/13 - Disegno Industriale	utente;indagine
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507832	Immagini  modelli  lﾒinvenzione	Zingale Salvatore	Assistant Professor	M-FIL/05 - Filosofia E Teoria Dei Linguaggi	modelli;immagini;invenzione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507955	Comunit�  progetto  territorio  approccio   design	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	approccio;comuni
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311507970	POLIteca  Design Knowledge Center  Politecnico  Milano	Ciuccarelli Paolo	Associate Professor	ICAR/13 - Disegno Industriale	milan;politecnico;led;knowledge;center;poli
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508212	Design dell Esperienza	Visconti Pamela	Research Fellow	ICAR/13 - Disegno Industriale	esperienza
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508508	Formati  linguaggi dell'editoria digitale	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	digitale;linguaggi
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508509	Contenuti digitali  personalizzazione	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508510	Narrazione interattiva   linguaggio  forma espressiva	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	era;atti;linguaggi;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508511	Contenuti digitali  learning	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	learning
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508520	 qualit� d�uso  prodotto elettrodomestico	Anselmi Laura	Associate Professor	ICAR/13 - Disegno Industriale	prodotto;uso;elettrodomestico
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508521	L�usabilit�  qualit�  sicurezza	Anselmi Laura	Associate Professor	ICAR/13 - Disegno Industriale	usa
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508537	 progettazione orientata allﾒutente  caso  settore moda	Bertola Paola	Full Professor	ICAR/13 - Disegno Industriale	moda;caso;settore;utente;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508538	Design   research tool	Bertola Paola	Full Professor	ICAR/13 - Disegno Industriale	research
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508666	 RICERCA DESIGN   ESPERIENZE  RICERCAAZIONE  TERRITORIO NAZIONALE	Simonelli Giuliano	Full Professor	ICAR/13 - Disegno Industriale	ricerca;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508682	 domanda  learning nelle universita	Colorni Vitale Alberto	0	ICAR/13 - Disegno Industriale	learning;oma
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311508683	 domanda  learning nelle scuole	Colorni Vitale Alberto	0	ICAR/13 - Disegno Industriale	learning;oma
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311509537	Effetti indotti sulle funzioni urbane  informazione allﾒutenza	Maja Roberto	Associate Professor	ICAR/05 - Trasporti	formazione;informazione;azione;effetti
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311509558	Esercizi  lettura  luoghi  degli spazi attraverso  sensi  	Simionato Barbara	Not in design department	ICAR/13 - Disegno Industriale	spazi;attraverso;verso;luoghi;sensi
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311509646	DESIGN DEGLI AMBIENTI ESTREMI	Dominoni Annalisa	Assistant Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311509811	Design  gonna	Guerrini Luca	Associate Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311510289	Tipi archetipi prototipi	Rampino Lucia Rosa Elena	Associate Professor	ICAR/13 - Disegno Industriale	prototipi;tipi
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311510290	 ventilatore elettrodomestico nella storia  design	Rampino Lucia Rosa Elena	Associate Professor	ICAR/13 - Disegno Industriale	venti;elettrodomestico
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311510724	Design  complessit�	Pizzocaro Silvia Luisa	Full Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311511537	Design  sensorialit�	Ricco' Dina	Associate Professor	ICAR/13 - Disegno Industriale	senso
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311532807	Design  competenze	Palmieri Stefania	Assistant Professor	ICAR/13 - Disegno Industriale	competenze
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311547768	CaLABria DESIGN  design   valorizzare  contesti  artigianato artistico calabrese  partire dalle esperienze della collezione Atena	Trini Castelli Clino	Not in design department	ICAR/13 - Disegno Industriale	valori;contesti;arti;artigianato;valorizza;atena;calabrese;calabria;lab;partire;testi;ezio;test
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311547813	DESIGN	Vignati Giorgio	Not in design department	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311548020	 caso 	Cautela Cabirio	Associate Professor	ICAR/13 - Disegno Industriale	caso
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311548024	 caso Alpitour	Cautela Cabirio	Associate Professor	ICAR/13 - Disegno Industriale	caso
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555092	 formazione  designer	Penati Antonella Valeria	Full Professor	ICAR/13 - Disegno Industriale	formazione;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555105	Pensare insieme corpi  macchine tecnica  cultura natura  artificio	Pizzocaro Silvia Luisa	Full Professor	ICAR/13 - Disegno Industriale	cultura;arti;natura;pensare;corpi;cult
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555171	 ruolo  Design Center internazionali	Arquilla Venanzio	Associate Professor	ICAR/13 - Disegno Industriale	internazionali;ruolo;center
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555191	Ricerca  sperimentazione  laboratorio  Textile Design	De Paolis Roberto	Assistant Professor	ICAR/13 - Disegno Industriale	ricerca;sperimentazione;laboratori;azione;textile;ora;lab
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555251	 design  sistemi alimentari	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	sistemi;alimentari;temi
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555579	Piazza come brand	Turinetto Marco	Assistant Professor	ICAR/13 - Disegno Industriale	brand;piazza
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555640	SOPMF Solution Oriented Partnership Methodological Framewok	Meroni Anna	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	oriented
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311555658	 mappe mentali	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	mappe
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311562494	Diario  cantiere	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	cantiere
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311562569	Palazzo Clerici scenografia   successo	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	palazzo;successo
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311570898	 Cost Benefit Analysis   urban Transport System  Como Italy	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	system;como;bene;trans
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311573915	 archivi  design   architettura Metodologie  riordino  catalogazione	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	architettura;metodo;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311629022	Macchine  vento nell'arte   cinemaWind machines     cinema	Ferraris Silvia Deborah	Assistant Professor	ICAR/13 - Disegno Industriale	arte;vento;cinema
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311629023	Ambiente  benessereLiving space  wellbeing	Ferraris Silvia Deborah	Assistant Professor	ICAR/13 - Disegno Industriale	ambiente;benessere;bene;living;essere
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311642727	Interfacce  consumo	Bucchetti Valeria Luisa	Design e Culture	ICAR/13 - Disegno Industriale	interfacce;consumo
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311664559	Introduzione  fenomenologia  psicologia  critica della ragione	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	introduzione;fenomenologia
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311664864	Riflettere Mantova strumenti  design  valorizzare l'identit�   citt�	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	valori;valorizza;lettere
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311666017	Valorizzare l'identit� culturale Come  perch�	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	cultura;valori;valorizza;cult
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311666018	Made  TuscanyMade  Europe	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	euro
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311667635	 bene culturale oggi  contributo  design	Trocchianesi Raffaella	Associate Professor	ICAR/13 - Disegno Industriale	cultura;contributo;oggi;bene;cult
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311667637	 carattere comunicativo  luogo come potenziale  valorizzazione culturale	Trocchianesi Raffaella	Associate Professor	ICAR/13 - Disegno Industriale	cultura;valori;valorizzazione;luogo;azione;valorizza;comuni;cult;car
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311667641	 design  prodotto culturale	Trocchianesi Raffaella	Associate Professor	ICAR/13 - Disegno Industriale	cultura;prodotto;cult
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311675355	 settori applicativi  titanio	Rognoli Valentina	Assistant Professor	ICAR/13 - Disegno Industriale	applicati;titanio
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311675948	 sezione Itinerari   section Itinerari	Villari Beatrice	Assistant Professor	ICAR/13 - Disegno Industriale	era;itinerari;ezio
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311685604	Segni  artefatti   shopping	Bucchetti Valeria Luisa	Associate Professor	ICAR/13 - Disegno Industriale	arte;atti;artefatti
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311686827	Evoluzione della competizione   ruolo  design  settore dellﾒelettrodomestico	Rampino Lucia Rosa Elena	Associate Professor	ICAR/13 - Disegno Industriale	ruolo;settore;elettrodomestico
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311686829	Innovare  settore elettrodomestico	Rampino Lucia Rosa Elena	Associate Professor	ICAR/13 - Disegno Industriale	settore;elettrodomestico
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311688984	 produzione edilizia  consorzio Etruria 19212004	Feraboli Maria Teresa	Design e Culture	ICAR/18 - Storia Dell'Architettura	consorzio
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690665	Indagine conoscitiva  l�analisi  vulnerabilit�   centri storici liguri	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	era;analisi;centri;indagine
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311690690	Vulnerability study  seismic areas  role  site  archives investigation	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	era;area;study
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311691955	Potenzialit�	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311691980	Prodotto sensazione significato	Ingaramo Matteo Oreste	Associate Professor	ICAR/13 - Disegno Industriale	prodotto;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311691981	Aerei immobili aria  movimento	Ingaramo Matteo Oreste	Associate Professor	ICAR/13 - Disegno Industriale	mobili
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692142	Progettare l'elettrodomestico	Ingaramo Matteo Oreste	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	elettrodomestico
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692144	 strumenti  rappressentazione  progetto	Ingaramo Matteo Oreste	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692147	 progetto  innovazione	Ingaramo Matteo Oreste	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	innovazione;azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692150	 prima esercitazione progettuale	Ingaramo Matteo Oreste	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	azione
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692151	 Workshop finale	Ingaramo Matteo Oreste	Design di Prodotti Strategie e Servizi	ICAR/13 - Disegno Industriale	workshop;finale
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692335	Trendspace 	Trocchianesi Raffaella	Associate Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311692922	 storie visive della Triennale	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	storie;triennale
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311693573	 product design    recente evoluzione	Ingaramo Matteo Oreste	Associate Professor	ICAR/13 - Disegno Industriale	
2004	 CONTRIBUTO  VOLUME Contributo  Volume	httphandlenet11311881669	 nuova tipologia moderna  parco pubblico  verde nelle colonie elioterapiche	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	era;verde;parco;tipologia;colonie;tipo
2003	 ALTRO Altro	httphandlenet11311259638	Proceedings    International Conference  Human Aspects  Advanced Manifacturing Agility  Hybrid Automation	Bagnara Sebastiano	Not in design department	ICAR/13 - Disegno Industriale	human;mani;oma
2003	 ALTRO Altro	httphandlenet11311565393	 tempo  tempi  internet	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	tempo
2003	 ALTRO Altro	httphandlenet11311565394	  strani tipi	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	tipi
2003	 ALTRO Altro	httphandlenet11311570645	Alitalia un'Italia senza 	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	italia;senza
2003	 ALTRO Altro	httphandlenet11311570646	 leggenda  corridoio Lisbona  Kiev	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	corridoi;lisbona
2003	 ALTRO Progetti	httphandlenet11311638724	Allestimento degli interni  grafica  Neues Museum Berlino	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	interni;allestimento
2003	 ALTRO Progetti	httphandlenet11311667402	Concorso Internazionale Europan  periferia sito  Bageria  Italia	 avallone   angelis  forte  orsi   pierluisi  sciolari	-0	-0	italia;concorso;europa;corso;euro;sito
2003	 ALTRO Progetti	httphandlenet11311667405	Concorso internazionale  progettazione   fasi Mille idee   concorso   costruzione della nuova sede dell'Istituto Zooprofilattico Sperimentale dell'Abruzzo   Molise Teramo	 avallone  cocciolito   galdo  lupoi  musmeci  orsi   pierluisi  sciolari	-0	-0	era;atti;concorso;idee;azione;corso;fasi;istituto;sede
2003	 ALTRO Progetti	httphandlenet11311689382	Nuova Sede  Consiglio Regionale	 portoghesi  blasi  padovano  nebuloni  ruscelli	-0	-0	sede
2003	 ALTRO Progetti	httphandlenet11311689384	Centro Europeo   Creativitaﾠ Emergenti  concorso internazionale  Tabacchificio Centola	Blasi Cesare	Not in design department	ICAR/13 - Disegno Industriale	creativi;vita;emergenti;concorso;corso;euro
2003	 BREVETTO Brevetto	httphandlenet11311643329	Contenitore termicamente isolato particolarmente isolato  bevande  simili	Mangiarotti Raffaella	Assistant Professor	ICAR/13 - Disegno Industriale	arti;contenitore
2003	 Contributo  Atti  convegno	httphandlenet11311242604	Knowledge  Spaces	Biamonti Alessandro	Associate Professor	ICAR/13 - Disegno Industriale	led;spaces;knowledge
2003	 Contributo  Atti  convegno	httphandlenet11311242605	Design  Focus	Biamonti Alessandro	Associate Professor	ICAR/13 - Disegno Industriale	focus
2003	 Contributo  Atti  convegno	httphandlenet11311244761	Handicap  advanced manufacturing Human computer interaction design  disabled workers integration	Ranci Ortigosa Costanzo	Not in design department	ICAR/13 - Disegno Industriale	era;computer;led;human;integrati;interaction;manufacturing
2003	 Contributo  Atti  convegno	httphandlenet11311245697	Doctoral research   learning   Perspectives from   programme  progress	Pizzocaro Silvia Luisa	Full Professor	ICAR/13 - Disegno Industriale	research;learning;ora;perspective
2003	 Contributo  Atti  convegno	httphandlenet11311247008	Sperimentazione  provini  muratura   parameteri  pietra  Noto  pietra serena	Binda Luigia	Not in design department	ICAR/13 - Disegno Industriale	sperimentazione;azione
2003	 Contributo  Atti  convegno	httphandlenet11311249228	Mechanical behaviour  multipleleaf stone masonry experimental research	Anzani Anna	Associate Professor	ICAR/19 - Restauro	research;multi
2003	 Contributo  Atti  convegno	httphandlenet11311251099	Innovatory Robotic System   Accumulation  Energy  Step   Limb Prosthesis	Canina Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	system;robot
2003	 Contributo  Atti  convegno	httphandlenet11311253435	 Evaluation  Educational Buildings	Oberti Ilaria	Not in design department	ICAR/14 - Composizione Architettonica E Urbana	building
2003	 Contributo  Atti  convegno	httphandlenet11311253483	Design studio project  hypothesis  collaboraive learning  industrial design field	Celi Manuela	Associate Professor	ICAR/13 - Disegno Industriale	studi;learning;ora;lab;project
2003	 Contributo  Atti  convegno	httphandlenet11311254518	Development   Simple  Effcient Above Knee Prosthesis	Canina Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	
2003	 Contributo  Atti  convegno	httphandlenet11311255122	 aesthetical  sensorial characterization  design materials	Rognoli Valentina	Assistant Professor	ICAR/13 - Disegno Industriale	senso
2003	 Contributo  Atti  convegno	httphandlenet11311255207	Long term behaviour  massive historic masonry structures some case histories	Binda Luigia	Not in design department	ICAR/13 - Disegno Industriale	storie;case
2003	 Contributo  Atti  convegno	httphandlenet11311260631	Abitare  Camera d'albergo	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	era;abitare;albergo;camera
2003	 Contributo  Atti  convegno	httphandlenet11311261310	Project research  product innovation methods  design management  influence companies strategies  organisation	Rampino Lucia Rosa Elena	Associate Professor	ICAR/13 - Disegno Industriale	research;management;project
2003	 Contributo  Atti  convegno	httphandlenet11311264772	Real Spaces  Virtual Education	Biamonti Alessandro	Associate Professor	ICAR/13 - Disegno Industriale	spaces;real
2003	 Contributo  Atti  convegno	httphandlenet11311265468	Prevenzione  protezione	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	ezio
2003	 Contributo  Atti  convegno	httphandlenet11311267075	 cost benefit analysis    urbantransport system  Como	Brambilla Marco Giovanni	Not in design department	ICAR/16 - Architettura Degli Interni E Allestimento	system;como;bene;trans
2003	 Contributo  Atti  convegno	httphandlenet11311268633	sistemadesignitalia  collaborative tool  design research	Arquilla Venanzio	Associate Professor	ICAR/13 - Disegno Industriale	italia;research;ora;tema;lab
2003	 Contributo  Atti  convegno	httphandlenet11311272549	Competition  regulation   Public Choice perspective	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	public;perspective
2003	 Contributo  Atti  convegno	httphandlenet11311273307	Preservation   historic structures investigation  diagnosis  essential steps  compatible choices	Binda Luigia	Not in design department	ICAR/13 - Disegno Industriale	diagnosi
