dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/256229;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HABITAT UFFICIO;Dall'arredare l'ufficio all'attrezzare il lavoro;-0;1;-0;INGARAMO, MATTEO ORESTE;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/256621;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Segnali d’arte;-0;1;Progetto Editrice;GUIDA, FRANCESCO ERMANNO;internazionale;;;;;;;;;;;;;;
Milano;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/256624;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Mappe di nuove periferie;-0;1;Progetto Editrice Srl;QUAGGIOTTO, MARCO;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/256759;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;La comunicazione atipica;-0;1;Progetto editrice;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257086;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPLESSITÀ E SOSTENIBILITÀ;PROGETTAZIONE SOSTENIBILE;-0;3;Edizioni Poli.Design;"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;-0;http://hdl.handle.net/11311/257148;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Casa Camper;-0;1;-0;COLLINA, LUISA MARIA VIRGINIA;nazionale;;;;;;;;;;;;;
Roma;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;-0;http://hdl.handle.net/11311/257257;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Uno scenario per il sistema alimentare;-0;3;Mancosu Editore;"F. Jegou;MANZINI, EZIO;MERONI, ANNA";nazionale;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/257319;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL PROGETTISTA INDUSTRIALE;Ma cosa fa l'Industrial Designer?;-0;1;Tecniche Nuove;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257533;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Conclusioni. La ricerca come progetto;-0;1;Edizioni Poli.Design;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; interior design; design degli interni;http://hdl.handle.net/11311/257551;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Viaggio Nel Salento;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;espressività; sensorialità; materiali;http://hdl.handle.net/11311/257643;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;KOSMETICA;L'atlante espressivo-sensoriale dei materiali;-0;1;-0;ROGNOLI, VALENTINA;nazionale;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng;ita;-0;http://hdl.handle.net/11311/257650;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Hotel Parco dei Principi a Sorrento;-0;1;-0;COLLINA, LUISA MARIA VIRGINIA;nazionale;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257680;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Una lettura del design palese dei Beni Culturali attraverso i concorsi e premi di design degli anni 2000-2006;-0;2;Edizioni Poli.Design;"LUPO, ELEONORA;SEASSARO, ALBERTO";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;materiale; artificiale;http://hdl.handle.net/11311/257704;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARTLAB;L'estasi dell'artificiale;-0;1;-0;ROGNOLI, VALENTINA;nazionale;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/257738;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;HOME;The New Italian Design. Il ruolo degli archivi per il settore Tessile - Arredo;-0;1;Edinterni;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/257971;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Case che cambiano: Domotica e Innovazione;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; design degli interni; interior design;http://hdl.handle.net/11311/258252;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Villa Gippini;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258325;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FEDERMOBILI;Evoluzione o rivoluzione: dove va il design;-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258574;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IMPRESA & STATO;Distretti e metadistretti del design industriale;-0;1;-0;SIMONELLI, GIULIANO;internazionale;;;;;;;;;;;;;;
Milano;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/258651;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;La mappa del luogo;-0;1;Progetto Editrice Srl;QUAGGIOTTO, MARCO;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258699;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Metodi e strumenti per la rappresentazione di edifici storici e del territorio;-0;1;Edizioni Poli.Design;ROSSI, MAURIZIO;internazionale;;;;;;;;;;;;;;
-0;-0;ITA;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/258800;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;TERRITORIO;Politiche possibili per i trasporti e la mobilità nell'area milanese;-0;8;-0;"PONTI, MARCO GUIDO;C. Borgnolo;MAFFII, SILVIA MARGHERITA;MALGIERI, PATRIZIA;MARTINO, ANGELO;TORTA, FABIO PIETRO;BRAMBILLA, MARCO GIOVANNI;ERBA, STEFANO";nazionale;;;;;;;;;;;;;;
Pinerolo;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/258851;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;INGREDIENTI ALIMENTARI;La progettazione di sistemi di prodotti e servizi personalizzati per il settore alimentare;-0;1;Chiriotti Editori;MERONI, ANNA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/258874;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Cross Fertilization tra Moda e Design: un modello di lettura possibile dei Casi di Best Practice;-0;2;-0;"BERTOLA, PAOLA;CONTI, GIOVANNI MARIA";nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259088;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;OTTAGONO;Oggetti contraddittori;-0;1;Compositori;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Roma;-0;ITA;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/259183;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Spazio al dibattito;-0;1;Federtrasporto;PONTI, MARCO GUIDO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259283;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL CENTAURO;"Progetto TRAMP ""Prevenzione del Rischio nell'autotrasporto di Sostanze Pericolose";-0;1;Novega Edizioni;MAJA, ROBERTO;nazionale;;;;;;;;;;;;;;
Rimini;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/259357;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PAESAGGIO URBANO;Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città;-0;1;Maggioli;CECONELLO, MAURO ATTILIO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259716;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PROGETTI;L’isola che non c’è;-0;1;-0;INGARAMO, MATTEO ORESTE;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259815;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Oltre il lifting progettuale;-0;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Rimini;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/259961;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AMBIENTE COSTRUITO;Architettura sostenibile per la ricerca;-0;1;Maggioli;PIARDI, SILVIA ELVIRA MARIA;internazionale;;;;;;;;;;;;;;
Rimini;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/259969;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;L'UFFICIO TECNICO;Modelli virtuali per il design urbano. Le potenzialità del digitale a supporto delle attività di progetto e restauro della città;-0;1;Maggioli;CECONELLO, MAURO ATTILIO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/260219;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;BAGNO DESIGN;Igiene in Microgravità;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260246;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Attraverso il colore;-0;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/260271;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MONDO LEGNO;La costruzione di barche a remi sul Lago di Como;-0;1;Alberto Greco Editore;PIARDI, SILVIA ELVIRA MARIA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; interior design; design degli interni;http://hdl.handle.net/11311/260421;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Un Lingotto Art & Tech;-0;2;-0;"SCULLICA, FRANCESCO;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;
Varese;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/260560;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOOD PACKAGES;User Centred Packaging design;-0;1;Artek;COSTA, FIAMMETTA CARLA ENRICA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260581;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;-0;Il tessile tecnologico;-0;1;Edinterni;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/260598;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SICUREZZA CIVILE;Trasporto di merci come prevenire;-0;1;Novega Edizioni;MAJA, ROBERTO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/260620;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;CaLABria DESIGN. Il design per valorizzare i contesti di artigianato artistico calabrese a partire dalle esperienze della collezione Atena;-0;2;Edizioni Poli.Design;"CASTELLI, ANTONELLA;VILLARI, BEATRICE";internazionale;;;;;;;;;;;;;;
Torino;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260728;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Design solidale: il puppylove;-0;1;Umberto Allemandi;CAPPELLIERI, ALBA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/260942;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPLESSITÀ E SOSTENIBILITÀ;AMBIENTE SOSTENIBILE;-0;3;Edizioni Poli.Design;"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA";nazionale;;;;;;;;;;;;;;
Varese;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/261019;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOOD PACKAGES;Il Bento;-0;1;Artek Editore;MERONI, ANNA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/261110;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ORTHO 2000;Progettazione di sistemi bio-robotici: il ruolo del bio-designer;-0;1;Edi.Ermes srl;CANINA, MARIA RITA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;-0;http://hdl.handle.net/11311/261250;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;POLITECNICO;Dalla pianificazione alla regolazione dei trasporti;-0;1;-0;PONTI, MARCO GUIDO;nazionale;;;;;;;;;;;;;;
Bologna;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/261306;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ASSISTENZA ANZIANI;Sistemi e servizi PUL, i campi di applicazione;-0;2;Fin-Mark srl;"ANSELMI, LAURA;MUSCHIATO, SABRINA";nazionale;;;;;;;;;;;;;;
Torino;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/261455;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Mollino: l’ossessione della forma. Macef 2006: fior di design . Caleidoscopio Benesch;-0;1;Umberto Allemandi;CAPPELLIERI, ALBA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;-0;http://hdl.handle.net/11311/261616;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;L'ARCA;La nuova frontiera;-0;1;-0;DOMINONI, ANNALISA;-0;;;;;;;;;;;;;
Roma;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/261836;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Visibile invisibile;-0;1;Mancosu;BUCCHETTI, VALERIA LUISA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/261905;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;QUADERNI DI MANAGEMENT;Intervista sull'e-learning;-0;1;-0;COLORNI VITALE, ALBERTO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/262033;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISEGNO E DESIGN DIGITALE;Gioco e racconto. Strutture narrative tra cinema e videogames;-0;2;Edizioni Poli.Design;"GALBIATI, MARIA LUISA;MATTANA, WALTER";nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/262268;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MODO;Moda e design;-0;1;R.D.E.;MANGIAROTTI, RAFFAELLA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/262276;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Prototipi per la tv interattiva;-0;1;Progetto editrice;BAULE, GIOVANNI;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/262285;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SOLARIA;Materiali porosi e doppia pelle per la qualità dell'aria;-0;1;Edinterni;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;-0;-0;http://hdl.handle.net/11311/262298;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PROGETTO GRAFICO;La cultura delle lettere;-0;1;-0;PIAZZA, MARIO;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/262328;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Il design della brand experience communication come vantaggio competitivo,;-0;1;Poli.Design;GALBIATI, MARIA LUISA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/262661;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Le poetiche della capture;-0;1;Progetto editrice;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
Faenza;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/262694;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AE ARCHAEDILIA;Nuove relazioni - tessute dai materiali - tra architettura e design;-0;1;-0;PICCINNO, GIOVANNA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/262756;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IMPRESA & STATO;Il Design nell'era di Internet;-0;1;Franco Angeli;CIUCCARELLI, PAOLO;internazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/262764;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COMPLESSITÀ E SOSTENIBILITÀ;Prospettive per i territori europei: strategie di pianificazione in dieci Paesi;-0;3;Edizioni Poli.Design;"BLASI, CESARE;NEBULONI, ATTILIO;PADOVANO, GABRIELLA";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;moda; design degli interni; interior design;http://hdl.handle.net/11311/262803;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;L'ambito dell'ospitalità in rapporto al design degli interni e la moda;-0;2;-0;"CERVETTA, GABRIELE;SCULLICA, FRANCESCO";nazionale;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/262957;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Informazioni condivise;-0;1;Progetto Editrice;BUCCHETTI, VALERIA LUISA;internazionale;;;;;;;;;;;;;;
Varese;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/263179;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;FOOD PACKAGES;Packaging design come strategia;-0;1;Artek Editore;MERONI, ANNA;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;Combinatorial optimization, Cardinality constraint, Annotated bibliography;http://hdl.handle.net/11311/263349;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISCRETE APPLIED MATHEMATICS;An annotated bibliography of combinatorial optimization problems with fixed cardinality constraints;-0;4;-0;"BRUGLIERI, MAURIZIO;M. Ehrgott;H. Hamacher;MAFFIOLI, FRANCESCO";internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;hotel design; contract design;http://hdl.handle.net/11311/263440;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Express by Holiday INN a Parma;-0;1;-0;SCULLICA, FRANCESCO;nazionale;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/263459;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Catalogo della mosta NonsoloAlbergo;-0;1;-0;SIMONELLI, GIULIANO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;interior contract; contract design;http://hdl.handle.net/11311/263551;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE JOURNAL OF DESIGN;Interior  contract  e Spagna. Sinergie con il contesto italiano;-0;1;-0;SCULLICA, FRANCESCO;internazionale;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/263594;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;"Introduzione alla Ricerca co-finanziata MIUR: ""Cross Fertilization tra Moda e Design""";-0;1;-0;DELL'ACQUA BELLAVITIS, ARTURO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/263610;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SUITE;Hotel Mercure Prado, Marsiglia;-0;2;-0;"COLLINA, LUISA MARIA VIRGINIA;SIMONELLI, GIULIANO";nazionale;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/263612;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;Istituto Italiano di Cultura - Presentazione Domus. ideas21 - Turning ideas into tangible products. Ice a Ambasciata Italiana di Londra - Made in Italy;-0;1;Edizioni Poli.Design;ARQUILLA, VENANZIO;nazionale;;;;;;;;;;;;;;
Milano;Sì, ma tipo non specificato;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/263645;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Segnali nel verde;-0;1;Progetto editrice;GUIDA, FRANCESCO ERMANNO;internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;contract design; prodotto d'arredo; furniture design;http://hdl.handle.net/11311/263656;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;THE JOURNAL OF DESIGN;Oggetti Ospitali, Contract Design e Ricettività Alberghiera;-0;1;-0;SCULLICA, FRANCESCO;nazionale;;;;;;;;;;;
Roma;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/263828;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;MONDOGIS;Rappresentazione e modellazione virtuale per la città e il territorio;-0;1;Mondo GIS;CECONELLO, MAURO ATTILIO;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/263865;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;07. Verso una definizione ampliata dei beni culturali: parametri conformativi e relazionali.;-0;1;-0;PARENTE, MARINA;-0;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/264475;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Il design della comunicazione come progetto di  sistema;-0;1;Poli.Design;PILLAN, MARGHERITA;nazionale;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/264589;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;La ricerca ME.Design: le ipotesi preliminari;-0;2;Edizioni Poli.Design;"SIMONELLI, GIULIANO;VIGNATI, ARIANNA";internazionale;;;;;;;;;;;;;;
