dc.relation.ispartofbook,dc.subject.keywordsita,dc.description.allpeople,dc.type.full,dc.type.circulation,dc.type.referee,dc.date.issued,dc.publisher.country,item.journal.title,item.openaireRights,dc.relation.medium,dc.publisher.name,dc.identifier.uri,dc.publisher.place,dc.subject.keywords,item.collection,dc.description.numberofauthors,dc.language.iso,dc.title
-0,-0,G. Baule,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,-0,LINEA GRAFICA,-0,-0,Progetto editrice,http://hdl.handle.net/11311/262661,Milano,-0,01.1 Articolo in Rivista,1,-0,Le poetiche della capture
-0,-0,A. Meroni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,FOOD PACKAGES,-0,-0,Artek Editore,http://hdl.handle.net/11311/263179,Varese,-0,01.1 Articolo in Rivista,1,-0,Packaging design come strategia
-0,-0,F. Scullica,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,-0,THE JOURNAL OF DESIGN,none,-0,-0,http://hdl.handle.net/11311/263551,-0,interior contract; contract design,-0,1,eng;ita,Interior  contract  e Spagna. Sinergie con il contesto italiano
-0,-0,V. Arquilla,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,DESIGNFOCUSNEWS,none,-0,Edizioni Poli.Design,http://hdl.handle.net/11311/263612,Milano,-0,-0,1,-0,Istituto Italiano di Cultura - Presentazione Domus. ideas21 - Turning ideas into tangible products. Ice a Ambasciata Italiana di Londra - Made in Italy
-0,-0,V. Rognoli,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,TITANIUM INDUSTRY,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/264803,-0,titanio; anodizzazione; design,01.1 Articolo in Rivista,1,ita,"Titaniocromie, il titanio e i suoi colori"
-0,-0,M. Ingaramo,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,-0,-0,-0,http://hdl.handle.net/11311/268157,-0,-0,01.1 Articolo in Rivista,1,-0,Divanomoderno.it
-0,-0,M. Brambilla; S. Erba; M. Ponti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,ITA,TRASPORTI EUROPEI,none,-0,-0,http://hdl.handle.net/11311/268297,-0,-0,01.1 Articolo in Rivista,3,eng,"Cost, competition and the Role of the State in Freight Transport"
-0,-0,M. Ingaramo,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,ITA,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,-0,-0,-0,http://hdl.handle.net/11311/268921,-0,-0,01.1 Articolo in Rivista,1,-0,HPE
-0,-0,F. Zurlo,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,-0,ABITARE,-0,-0,Abitare Segesta,http://hdl.handle.net/11311/270567,Milano,-0,01.1 Articolo in Rivista,1,-0,L'ombra del design: Zanotta 50 anni
-0,-0,A. Meroni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,INGREDIENTI ALIMENTARI,-0,-0,Chiriotti Editori,http://hdl.handle.net/11311/273888,Pinerolo,-0,01.1 Articolo in Rivista,1,-0,Identificazione dei comportamenti della domanda per la progettazione di soluzioni e servizi alimentari efficaci
-0,-0,F. Scullica,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,SUITE,-0,-0,-0,http://hdl.handle.net/11311/273889,-0,-0,01.1 Articolo in Rivista,1,ita,"Hotel Design, L’Osservatorio del Politecnico di Milano"
-0,-0,S. Palmieri,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,MODULO,none,-0,BE-MA editrice,http://hdl.handle.net/11311/274105,Milano,-0,-0,1,-0,Ancoraggi e tasselli
-0,-0,S. Palmieri,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,MODULO,none,-0,BE-MA editrice,http://hdl.handle.net/11311/274106,Milano,-0,-0,1,-0,Scale esterne
-0,-0,L. STUDER; PONTI M; VERONESI E; SALA G; MAJA R,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2004,-0,T&T. TRASPORTI E TERRITORIO,none,-0,"atuale: EUPALINO , Milano precedente  -Metafora, Milano",http://hdl.handle.net/11311/514037,-0,-0,01.1 Articolo in Rivista,5,ita,Valutazione degli interventi infrastrutturali e delle politiche di regolamentazione del traffico mediante un modello integrato di scelta del percorso e del parcheggio
-0,-0,V. ARQUILLA; BIANCHINI M.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,none,-0,Milano : Consorzio POLI.design,http://hdl.handle.net/11311/515108,-0,-0,01.1 Articolo in Rivista,2,ita,L'e-commerce B2B di Rhiag Spa
-0,-0,V. ARQUILLA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGNFOCUSNEWS,-0,-0,Milano : Consorzio POLIdesign,http://hdl.handle.net/11311/515111,-0,-0,01.1 Articolo in Rivista,1,ita,ideas21 - Turning ideas into tangible products
-0,-0,V. ARQUILLA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGNFOCUSNEWS,none,-0,Milano : Consorzio POLIdesign,http://hdl.handle.net/11311/515112,-0,-0,-0,1,-0,Ice a Ambasciata Italiana di Londra - Made in Italy
-0,-0,V. ARQUILLA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGNFOCUSNEWS,-0,-0,Milano : Consorzio POLIdesign,http://hdl.handle.net/11311/515113,-0,-0,01.1 Articolo in Rivista,1,ita,Istituto Italiano di Cultura - Presentazione Domus
-0,-0,V. ARQUILLA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGNFOCUSNEWS,none,-0,Milano : Consorzio POLIdesign,http://hdl.handle.net/11311/515114,-0,-0,-0,1,ita,Design Nation - The Eureka Collection
-0,-0,V. ARQUILLA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGNFOCUSNEWS,-0,-0,Milano : Consorzio POLIdesign,http://hdl.handle.net/11311/515115,-0,-0,01.1 Articolo in Rivista,1,ita,Barbican Art Gallery - Communicate: indipendent british graphic design since the sixties
-0,-0,V. ARQUILLA,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Nessuno,2004,-0,DESIGNFOCUSNEWS,-0,-0,Milano : Consorzio POLIdesign,http://hdl.handle.net/11311/515116,-0,-0,01.1 Articolo in Rivista,1,ita,SI.Swedish Institute e Embassy of Sweden
-0,-0,A. COLORNI VITALE,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,UNIVERSITÀ E SCUOLA,none,-0,Attuale: Udine : Fourm editrice universitaria udinese  Precedente: EDITORE CONCURED:COnferenza Nazionale dei Centri Universitari di Ricerca Educativa e Didattica,http://hdl.handle.net/11311/520342,-0,-0,-0,1,-0,"Il modello-Politecnico per l'e-learning: tre aspetti chiave,"
-0,-0,A. NEBULONI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,COMPLESSITÀ E SOSTENIBILITÀ,none,-0,Milano: Edizioni-Consorzio POLI.design.,http://hdl.handle.net/11311/526745,-0,-0,-0,1,ita,Le Corbusier: note sull’archivio - articolazione temporale dell’opera
-0,-0,L. RAMPINO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,-0,-0,Milano : Consorzio POLI.design,http://hdl.handle.net/11311/527704,-0,-0,01.1 Articolo in Rivista,1,-0,Textilebusiness
-0,-0,"DE PAOLIS, Roberto",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,Comitato scientifico,2004,-0,D'ARTIGIANATO TRA ARTE E DESIGN,info:eu-repo/semantics/openAccess,STAMPA,Imago International-Milano,http://hdl.handle.net/11311/527712,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Miniartextil 2003
-0,-0,D. RICCO',01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,EXPERIENCE,none,-0,"Mattioli 1885 spa edit@mattioli1885.com via Coduro, 1/b 43036 Fidenza (Parma) ITALY tel. 0524 84547 fax 0524 84751 www.mattioli1885.com",http://hdl.handle.net/11311/531543,-0,percezione visiva; colore,-0,1,-0,Colori apparenti
-0,-0,R. MAJA; CHIERICI A.; CORDONE R.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,ELECTRONIC NOTES IN DISCRETE MATHEMATICS,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/542463,-0,Railways; Regular timetabling; Global optimization; Outer approximation,01.1 Articolo in Rivista,3,eng,The demand-dependent optimization of regular train timetables
-0,-0,S. PIZZOCARO,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,"Sì, ma tipo non specificato",2004,-0,JOURNAL OF DESIGN RESEARCH,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/544141,-0,Doctoral education in design; scholarly research in design; research through design,01.1 Articolo in Rivista,1,eng,Learning design research: outlining a context Critical issues derived from the Politecnico di Milano Ph.D. research curricula in industrial design
-0,-0,V. Arquilla,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,-0,-0,-0,http://hdl.handle.net/11311/555412,-0,-0,01.1 Articolo in Rivista,1,-0,SPM Engineering
-0,-0,V. Arquilla,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,none,-0,-0,http://hdl.handle.net/11311/555414,-0,-0,-0,1,-0,Un modello di lettura dei casi di studio
-0,-0,V. Arquilla; F. Perazzoli; A. Vignati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,"Sì, ma tipo non specificato",2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,none,-0,-0,http://hdl.handle.net/11311/555426,-0,-0,01.1 Articolo in Rivista,3,-0,www.mipadesign.it
-0,-0,ORLANDO P.; TRENTA R.; BRUNO M.; ORLANDO C.; RATTI A.; FERRARI S.; S. PIARDI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,"Sì, ma tipo non specificato",2004,-0,JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/555753,-0,-0,01.1 Articolo in Rivista,7,eng,A study about remedial measures to reduce 222Rn concentration in an experimental building
-0,-0,BRUGLIERI M.; MAFFIOLI F.; EHRGOTT M.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,"Sì, ma tipo non specificato",2004,-0,DISCRETE APPLIED MATHEMATICS,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/555764,-0,"Cut problems, k-cardinality minimum cut, Cardinality constrained combinatorial optimization",01.1 Articolo in Rivista,3,eng,Cardinality constrained minimum cut problems: complexity and algorithms
-0,-0,M. Ingaramo; L. Rampino,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,DESIGNJOURNALEN,none,-0,-0,http://hdl.handle.net/11311/555812,-0,-0,01.1 Articolo in Rivista,2,-0,Design research and product innovation. How design management can enhance creativity and influence companies’ strategies
-0,"tessuti tecnici, arti decorative, formazione, progetto","DE PAOLIS, Roberto",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,2004,-0,TTI. TESSILI PER IMPIEGHI TECNICI & INNOVATIVI,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/555818,-0,-0,01.1 Articolo in Rivista,1,eng,"Architetti, designers e materiali tessili. Forse è amore."
-0,-0,D. Ricco',01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,-0,LINEA GRAFICA,none,-0,-0,http://hdl.handle.net/11311/555978,-0,-0,-0,1,-0,Libri d'autore
-0,-0,M. Galbiati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,-0,LINEA GRAFICA,none,-0,-0,http://hdl.handle.net/11311/556031,-0,-0,-0,1,-0,I linguaggi visivi della contemporaneità
-0,-0,R. Maja; M. Ponti; G. Sala; L. Studer; E. Veronesi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,T&T. TRASPORTI E TERRITORIO,none,-0,-0,http://hdl.handle.net/11311/556044,-0,-0,01.1 Articolo in Rivista,5,-0,Valutazione degli interventi infrastrutturali e delle politiche di regolamentazione del traffico mediante un modello integrato di scelta del percorso e del parcheggio
-0,-0,D. Ricco',01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2004,-0,HORTUS MUSICUS,none,-0,-0,http://hdl.handle.net/11311/556050,-0,-0,-0,1,-0,Siamo tutti sinesteti!
-0,-0,"DE PAOLIS, Roberto",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,Nessuno,2004,-0,TTI. TESSILI PER IMPIEGHI TECNICI & INNOVATIVI,info:eu-repo/semantics/openAccess,STAMPA,-0,http://hdl.handle.net/11311/556051,-0,-0,01.1 Articolo in Rivista,1,eng;ita,Politecnico: missione innovazione
-0,-0,V.M. Iannilli,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,FEDERMOBILI,none,-0,-0,http://hdl.handle.net/11311/573708,-0,-0,-0,1,ita,Strategie di comunicazione per vendere il design italiano in Cina
-0,-0,V.Bucchetti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2004,ITA,LINEA GRAFICA,-0,-0,Progetto Editrice,http://hdl.handle.net/11311/575063,Milano,-0,01.1 Articolo in Rivista,1,eng;ita,Metaimballaggi
-0,-0,Bertola P.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,DESIGN MANAGEMENT MAGAZINE,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/640512,-0,design management; fashion management; design research,01.1 Articolo in Rivista,1,fra,Knowledge management e design: un prospective italienne.
-0,-0,M. BIANCHINI,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,-0,-0,-0,http://hdl.handle.net/11311/692957,-0,Design; ICT,01.1 Articolo in Rivista,1,ita,"Le nuove tecnologie per la creazione di reti del progetto: il caso Onami

Design. Il Caso Onami"
-0,-0,M. Ingaramo; L. Rampino,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2004,-0,SHEJI,none,-0,-0,http://hdl.handle.net/11311/693125,-0,-0,01.1 Articolo in Rivista,2,chi,Design research and product innovation. How Design management can enhance creativity and influence companies' strategies.
-0,-0,Feraboli M.T.,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Nessuno,2004,-0,AAA ITALIA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/881670,-0,Mario Terzaghi; Augusto Magaghi; archivi del design; archivi di architettura,01.1 Articolo in Rivista,1,ita,Mario Terzaghi
-0,-0,G. L. Ciagà,01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,-0,-0,2004,-0,AL,-0,-0,-0,http://hdl.handle.net/11311/690812,-0,-0,01.2 Recensione in Rivista,1,-0,Gli archivi degli architetti: un patrimonio da conoscere
-0,-0,G. L. Ciagà,01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,-0,-0,2004,-0,AL,none,-0,-0,http://hdl.handle.net/11311/690813,-0,-0,-0,1,-0,La casa popolare 1903-2003
-0,-0,V. Rognoli,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista (EX RV - Articoli),nazionale,-0,2005,-0,IL GIORNALE DELL'ARCHITETTURA,info:eu-repo/semantics/closedAccess,-0,Allemandi,http://hdl.handle.net/11311/240029,Torino,moplen; Natta,01.1 Articolo in Rivista,1,-0,Il moplen e i suoi fratelli
-0,-0,"Bertola, P.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2005,-0,ABITARE,info:eu-repo/semantics/closedAccess,STAMPA,-0,http://hdl.handle.net/11311/1041957,-0,-0,01.1 Articolo in Rivista,1,eng;ita,L'A.N.G.E.L.O. DEL VINTAGE
-0,-0,"Sangiorgi, D.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2005,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,info:eu-repo/semantics/openAccess,CD-ROM,-0,http://hdl.handle.net/11311/1050442,-0,-0,01.1 Articolo in Rivista,1,ita,Merloni Solutions
-0,-0,"Sangiorgi, D.",01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,Comitato scientifico,2005,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,info:eu-repo/semantics/openAccess,CD-ROM,-0,http://hdl.handle.net/11311/1050443,-0,-0,01.1 Articolo in Rivista,1,ita,AGAC Beghelli
-0,-0,L. Iorio; R. Maja; G. Marchionni; P. Marturano; C. Messina; M. Ponti; L. Studer; E. Veronesi,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,LE STRADE,none,-0,La Fiaccola,http://hdl.handle.net/11311/242871,Milano,-0,01.1 Articolo in Rivista,8,-0,Valutazione dei progetti ITS. I progetti EuroRegionali SERTI e CORVETTE
-0,-0,F. Scullica,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,SUITE,none,-0,-0,http://hdl.handle.net/11311/242890,-0,ospitalità,-0,1,ita,Il  design dell’Ospitalità
-0,-0,M. Parente,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,-0,-0,2005,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,info:eu-repo/semantics/closedAccess,-0,-0,http://hdl.handle.net/11311/242892,-0,-0,01.1 Articolo in Rivista,1,ita,21. Ragionando sulla Mediterraneità: il contributo delle ricerche di supporto.
-0,-0,A. Colorni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,JE-LKS. JOURNAL OF E-LEARNING AND KNOWLEDGE SOCIETY,-0,-0,-0,http://hdl.handle.net/11311/243994,-0,-0,01.1 Articolo in Rivista,1,-0,Dai learning objects ai learning objectives
-0,-0,F. Brevi; N. Ceccarelli; M. Gaiani,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,DISEGNARE IDEE IMMAGINI,none,-0,Gangemi,http://hdl.handle.net/11311/244283,Roma,-0,01.1 Articolo in Rivista,3,-0,Il cantiere di restauro virtualizzato
-0,-0,A. Dell'Acqua Bellavitis,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,HOME,-0,-0,Edinterni,http://hdl.handle.net/11311/244901,Milano,-0,01.1 Articolo in Rivista,1,-0,Dopo Proposte
-0,-0,F. Costa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,IL PROGETTISTA INDUSTRIALE,-0,-0,Tecniche Nuove,http://hdl.handle.net/11311/247307,Milano,-0,01.1 Articolo in Rivista,1,-0,Usabilità design. Design delle interfacce: comunicazione uomo - macchina. L'ergonomia al servizio del design
-0,-0,G. Baule,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,LINEA GRAFICA,-0,-0,Progetto Editrice s.r.l.,http://hdl.handle.net/11311/248273,Milano,-0,01.1 Articolo in Rivista,1,-0,Caratteri postdigitali. Blog visuali. Etiche della comunicazione. Scenari per l’interazione. L’immagine a pezzi. Una scena ri-composta
-0,-0,G. Baule,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,LINEA GRAFICA,none,-0,Progettoeditrice,http://hdl.handle.net/11311/248747,Milano,-0,-0,1,-0,Archivi della memoria e del futuro. Le belle figure. Il web illustrato
-0,-0,F. Scullica,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,THE JOURNAL OF DESIGN,-0,-0,-0,http://hdl.handle.net/11311/249798,-0,furniture design; prodotto d'arredo,01.1 Articolo in Rivista,1,ita;eng,STORIA E MEMORIA NELL’ARREDO ITALIANO
-0,-0,A. Meroni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,FOOD PACKAGES,-0,-0,Artek,http://hdl.handle.net/11311/250317,Varese,-0,01.1 Articolo in Rivista,1,-0,Per una visione strategica della sostenibilità
-0,-0,F. Costa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,IL PROGETTISTA INDUSTRIALE,none,-0,Tecniche Nuove,http://hdl.handle.net/11311/252758,Milano,-0,-0,1,-0,Codesigning: dallo User centred allo User driver design. User Centred Design e usabilità. Le norme ergonomiche: vincolo o opportunità per il designer?
-0,-0,M. Quaggiotto,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,ITA,LINEA GRAFICA,none,-0,Progetto Editrice Srl,http://hdl.handle.net/11311/252861,Milano,-0,-0,1,-0,Visioni di altri mondi
-0,-0,F. Costa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,IL PROGETTISTA INDUSTRIALE,none,-0,Tecniche Nuove,http://hdl.handle.net/11311/253253,Milano,-0,-0,1,-0,Design ergonomico e mezzi di trasporto. Design e innovazione tecnologica: vincolo o opportunità per il designer. Design dei beni strumentali
-0,-0,F. Scullica,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,THE JOURNAL OF DESIGN,-0,-0,-0,http://hdl.handle.net/11311/254981,-0,forniture design; prodotto d'arredo,01.1 Articolo in Rivista,1,eng;ita,L’ARREDO ITALIANO FRA DOMESTICO E CONTRACT
-0,-0,G. Baule,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,LINEA GRAFICA,none,-0,Progetto Editrice,http://hdl.handle.net/11311/255960,Milano,-0,-0,1,-0,Muratore e l’archetipo del graphic designer. Vent’anni in linea con la grafica. Archivi della memoria e del futur
-0,-0,C. Blasi; A. Nebuloni; G. Padovano,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,COMPLESSITÀ E SOSTENIBILITÀ,none,-0,Edizioni Poli.Design,http://hdl.handle.net/11311/257086,Milano,-0,01.1 Articolo in Rivista,3,-0,PROGETTAZIONE SOSTENIBILE
-0,-0,L. Collina,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,SUITE,none,-0,-0,http://hdl.handle.net/11311/257148,-0,-0,-0,1,eng;ita,Casa Camper
-0,-0,F. Scullica; G. Simonelli,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,SUITE,none,-0,-0,http://hdl.handle.net/11311/257551,-0,hotel design; interior design; design degli interni,01.1 Articolo in Rivista,2,ita,Viaggio Nel Salento
-0,-0,V. Bucchetti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,LINEA GRAFICA,none,-0,Progetto Editrice,http://hdl.handle.net/11311/259815,Milano,-0,-0,1,-0,Oltre il lifting progettuale
-0,-0,V. Bucchetti,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,LINEA GRAFICA,none,-0,Progetto Editrice,http://hdl.handle.net/11311/260246,Milano,-0,-0,1,-0,Attraverso il colore
-0,-0,F. Costa,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,FOOD PACKAGES,-0,-0,Artek,http://hdl.handle.net/11311/260560,Varese,-0,01.1 Articolo in Rivista,1,-0,User Centred Packaging design
-0,-0,A. Castelli; B. Villari,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,none,-0,Edizioni Poli.Design,http://hdl.handle.net/11311/260620,Milano,-0,01.1 Articolo in Rivista,2,ita,CaLABria DESIGN. Il design per valorizzare i contesti di artigianato artistico calabrese a partire dalle esperienze della collezione Atena
-0,-0,C. Blasi; A. Nebuloni; G. Padovano,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,COMPLESSITÀ E SOSTENIBILITÀ,none,-0,Edizioni Poli.Design,http://hdl.handle.net/11311/260942,Milano,-0,01.1 Articolo in Rivista,3,-0,AMBIENTE SOSTENIBILE
-0,-0,C. Blasi; A. Nebuloni; G. Padovano,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,COMPLESSITÀ E SOSTENIBILITÀ,none,-0,Edizioni Poli.Design,http://hdl.handle.net/11311/262764,Milano,-0,01.1 Articolo in Rivista,3,-0,Prospettive per i territori europei: strategie di pianificazione in dieci Paesi
-0,-0,G. Simonelli; A. Vignati,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA,none,-0,Edizioni Poli.Design,http://hdl.handle.net/11311/264589,Milano,-0,01.1 Articolo in Rivista,2,-0,La ricerca ME.Design: le ipotesi preliminari
-0,-0,M. Quaggiotto,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,internazionale,-0,2005,-0,LINEA GRAFICA,none,-0,Progetto Editrice Srl,http://hdl.handle.net/11311/266546,Milano,-0,-0,1,-0,Tipografie web
-0,-0,A. Meroni,01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,nazionale,-0,2005,-0,FOOD PACKAGES,-0,-0,Artek,http://hdl.handle.net/11311/267885,Varese,-0,01.1 Articolo in Rivista,1,-0,Soluzioni contestualizzate
