dc.type.full	dc.identifier.uri	dc.date.issued	dc.title	dc.authority.people	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/758853	2013	"BBPR 1933-1944: per una ""profezia"" della cultura del design italiano. La griglia, il telaio, il cavalletto, il meccanismo."	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/758854	2013	Il progetto del cibo industriale	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/758937	2013	Il sistema design tra metanarrazioni, narrazioni tangibili e comunità testuali	PENATI, ANTONELLA VALERIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/758939	2013	Il progetto come testo visivo.	PENATI, ANTONELLA VALERIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/758940	2013	Gli oggetti narrano.	PENATI, ANTONELLA VALERIA;SEASSARO, ALBERTO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/759175	2013	La centralità delle narrazioni nel metaprogetto. Digressione teorica	COLOMBI, CHIARA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/759366	2013	Virtual images, Models and Copies: prototyping Textures	ROSSI, MICHELA;BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/760661	2013	Branding e narrazione della marca	GALBIATI, MARIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/760705	2013	Aerodynamics of jump in downhill ski racing	GIBERTINI, GIUSEPPE;ANDREONI, GIUSEPPE;FUSCA, MARCELLO CONO;MAZZOLA, MARCO;GRASSI, DONATO;N. Scarpellini;D. Trovato	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/761832	2012	Il gioco e lo spazio urbano	MARIANI, ILARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/761833	2012	Strumenti e linguaggi per il processo audiovisivo. Il valore della ricerca iconografica.	CIANCIA, MARIANA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/761875	2013	Un mondo altro, narrazioni ludiche sopra l'ordinario delle città	MARIANI, ILARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762040	2013	Simple, Ordinary, Complex	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762045	2013	Fenomeni Transmediali: storytelling e multicanalità	CIANCIA, MARIANA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762046	2013	Integrating audiovisual communication into system design for sustainability	GALBIATI, MARIA LUISA;CIANCIA, MARIANA;PIREDDA, FRANCESCA;VEZZOLI, CARLO ARNALDO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762083	2013	"Superficie minimi periodiche
La geometria dell'apparente casualità"	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762084	2013	"Schede F.G.M -Exercise de Gèometrie Descriptive
n 183, 190,191,192"	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762086	2012	Digital Color Harmonies: a prototype Color Harmonization for Smartphone	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762098	2013	Gioco e narrazione, esistenziali affini	BERTOLO, MARESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762099	2013	Bci software platforms	C. Brunner;ANDREONI, GIUSEPPE;L. Bianchi;B. Blankertz;C. Breitwieser;S. Kanoh;C. A. Kothe;A. Lécuyer;S. Makeig;J. Mellinger;PEREGO, PAOLO;Y. Renard;G. Schalk;I. P. Susila;B. Venthur;G. R. Müller Putz	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762100	2012	From biomedical research to d user BCI: Applications through improved usability of BCI++ v3.0	PEREGO, PAOLO;E. Gruppioni;F. Motta;. G. Verni;ANDREONI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762102	2012	Wearable monitoring systems in pre-term newborns care	PEREGO, PAOLO;A. Moltani;M. Fusca;R. Zanini;R. Bellù;ANDREONI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762103	2011	Psychometric evaluation with Brain-Computer Interface	PEREGO, PAOLO;A. C. Turconi;C. Gagliardi;ANDREONI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762104	2012	La città interattiva. Un approccio ludico	BERTOLO, MARESA;DE LUCA, VANESSA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762128	2013	Teorie e modelli nella storia	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762129	2012	Geometria del Design	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762130	2012	Superfici complesse e trasformazioni parametriche- Algorithmic Aided Design	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762132	2011	Analisi preliminare della strutturazione prospettica delle “quadrature” nelle volte di copertura della Chiesa di Santa Maria di Valleombros	BURATTI, GIORGIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762341	2012	Decision aid tools for design problems	COLORNI VITALE, ALBERTO;LUE', ALESSANDRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762343	2014	Migrations and Multiculturalism: A Design Approach for Cultural Institutions	LUPO, ELEONORA;PARRINO, LUCIA FILIPPA;RADICE, SARA;SPALLAZZO, DAVIDE;TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762441	2013	Environmentally sustainable exhibition for design schools	VEZZOLI, CARLO ARNALDO;Aprea A.;Jeifeng L.;Linghao Z.	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762448	2014	Strategic Analysis on the Multan Handicrafts	CONTI, GIOVANNI MARIA;A. S. Zanolla Manicini	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762474	2011	Esposizione, musei e collezioni: il “sistema dell’arte” a Milano intorno al 1906	CORDERA, PAOLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762477	2011	The Myth of Leonardo da Vinci in France between the XIX and XX centuries	CORDERA, PAOLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762650	2013	System design for inclusion and sustainability	VEZZOLI, CARLO ARNALDO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762651	2013	System design for sustainability and inclusion: methods and experiences gained from designing for the EU funded TANGO Milan project	VEZZOLI, CARLO ARNALDO;BACCHETTI, ELISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762652	2013	Going Public: Exhibition and Encountering Pedagogy as a design method for embedded and sustainable design systems	VEZZOLI, CARLO ARNALDO;Kallio Tavin M.	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/762702	2013	Lo 'spolvero' dei cartoni e dei disegni di Leonardo: nuove evidenze per la duplicazione, la seriazione e la correzione delle immagini	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/763330	2012	Case studies	SPALLAZZO, DAVIDE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/763337	2013	Interior Landscape Design Riflessioni sul progetto	PIARDI, SILVIA ELVIRA MARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/763905	2012	Vento di Cambiamento nel Mediterraneo	FERRARA, MARIA RITA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764722	2013	Forme dell'Heritage, forme del progetto: saperi tipici e dinamiche di 'attivazione' design driven	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764726	2013	Autentico Contemporaneo: un modello metodologico ed operativo per l'attivazione del craft heritage	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764727	2013	Una mapptura critica delle relazioni tra craft, heritage e design	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764732	2013	Documentare i saperi allestitivi nella realizzazione di allestimenti temporanei	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764733	2013	"Spazializzare la conoscenza attraverso relazioni: dall'archivio al repertorio come ""cultural agency"""	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764734	2013	Configurazioni tipo del processo di realizzazione di un allestimento temporaneo: attori, relazioni, dinamche di scambio di sapere allestitivo	LUPO, ELEONORA;PEDRAZZINI, NEVA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764735	2013	"""Processare"" e digitalizzare un processo allestitivo: organizzazione e visualizzazione del sapere della mostra ""Nerone"""	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764738	2013	"Percorsi e scenari dell'intangible. Le filiere del progetto e il potenziale di innovazione del patrimonio immateriale come ""ope-ended knowledge system"""	LUPO, ELEONORA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764752	2013	Very milanese	CIAGA', GRAZIELLA LEYLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764754	2013	Gli archivi e il patrimonio del moderno. Una mappatura in Lombardia	CIAGA', GRAZIELLA LEYLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764755	2013	L’archivio digitale di Luciano Baldessari in mostra sul web	CIAGA', GRAZIELLA LEYLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764758	2013	Riproduzioni e ricostruzioni digitali tra ricerca storica, divulgazione e spettacolo	CIAGA', GRAZIELLA LEYLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764759	2013	Il patrimonio del moderno in rete	CIAGA', GRAZIELLA LEYLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/764785	2012	Color Relationships	BOERI, CRISTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765658	2011	A new discipline	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765661	2011	Designing interactions, relations and experiences	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765662	2011	Designing interactions to shape systems and organisations	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765663	2011	Exploring new collaborative service models	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765666	2011	Imaging future directions for service systems	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765667	2011	Enabling sustainable behaviours in mobility through service design	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765669	2011	A map of design for services. What is design for services?	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765671	2011	What job profiles for a service designer?	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765672	2011	An emerging economy	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765674	2011	Appendix 1: an open conversation.	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765675	2011	Appendix 2: tools of design for services	MERONI, ANNA;SANGIORGI, DANIELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765676	2011	Supporting social innovation in food networks	MERONI, ANNA;SIMEONE, GIULIA;P. Trapani	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765677	2013	Progettare il futuro del cibo	MERONI, ANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765678	2013	Milano and Shanghai. Agruculture on the edge of the Town’	MERONI, ANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765679	2013	Design for Territorial Ecology and a New Relationship between City and Countryside: The Experience of the Feeding Milano Project’	MERONI, ANNA;E. Manzini	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765681	2013	Un inventario di creatività necessaria per il futuro. / An invetory of creativity necessary for the future	MERONI, ANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765707	2012	"Saggi per un repertorio dei problemi di Geometria descrittiva,
schede esercizi FGM, esercizi n° 219-220-221-222"	AMORUSO, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765710	2012	Design della comunicazione e utilità sociale	BUCCHETTI, VALERIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765740	2013	Gli scenari come narrazioni del possibile	CELI, MANUELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765741	2013	Saggi per un repertorio dei problemi di Geometria descrittiva, schede esercizi FGM, esercizi n° 219-220-221-222	AMORUSO, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/765764	2013	Stereografie, eidografie. La geometria per fabbricare	AMORUSO, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766126	2012	Linguaggi grafici e supporti per comunicare la sicurezza	TOLINO, UMBERTO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766206	2014	The “Material” Side of Design for Sustainability	VEZZOLI, CARLO ARNALDO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766455	2012	Città pubblica e casa per tutti: diritti e qualità del progetto	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766468	2012	Note sull’efficacia nella comunicazione sociale	ZINGALE, SALVATORE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766472	2013	Progetto, narrazione e metafora	CARATTI, ELENA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766476	2012	LO SPAZIO URBANO ABITATO DA EVENTI	REBAGLIO, AGNESE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766481	2012	Designing in the public space	FASSI, DAVIDE;GALLUZZO, LAURA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766489	2011	THE NEOTRIBU	FASSI, DAVIDE;GALLUZZO, LAURA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766656	2012	I rituali del sesso	Triennale Design Museum;Silvana Annicchiarico;DELL'ACQUA BELLAVITIS, ARTURO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766657	2012	Graphic Design	Triennale Design Museum;DELL'ACQUA BELLAVITIS, ARTURO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/766658	2012	Allestimento e Architettura D'Interni	G. Finizio;DELL'ACQUA BELLAVITIS, ARTURO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/767079	2013	Narrare le cose	PIZZOCARO, SILVIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/767312	2013	L'occhio del Salvator Mundi	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/767314	2013	Spettacolarizzazione e manipolazione versus digitalizzazione delle opere d'arte / Spectacularisation and manipulation versus digitalisation of artworks	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/768885	2013	Componenti letterarie e filosofiche del Simbolismo italiano e toscano	MAZZANTI, ANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/771315	2013	Narrazione e costruzione simbolica negli spazi di vendita	IANNILLI, VALERIA MARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/771495	2013	Il primato dell'occhio e della Pittura: i ritratti milanesi di Leonardo e il Paragone delle Arti	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/771702	2013	Identità visive per i Beni Culturali: nuovi linguaggi e antichi paradigmi	GUIDA, FRANCESCO ERMANNO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/788921	2013	Abitare Abitare	FINESSI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/788922	2013	Massimo Vignelli. Grafite e musica	FINESSI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/788923	2013	Per Achille Castiglioni, Presidente della Repubblica del Design	FINESSI, GIUSEPPE;LUPI, ITALO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/788924	2013	Ascesa	FINESSI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/793518	2014	L'esclusione del plus-size dall'immaginario del made in italy	CONTI, GIOVANNI MARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/796924	2014	Nuovi Maestri	FINESSI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/798323	2013	Taccuini di viaggio. L’osservazione del paesaggio come strumento di lavoro	ROSSI, MICHELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/803918	2013	Oggetti transitivi. il potenziale narrativo dell’oggetto nel progetto espositivo	TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/803919	2013	"Elementos de reconhecimento do design na  
multiplicidade e “multiversalidade” das diversas dinamicas de relacao com o artesanato"	TROCCHIANESI, RAFFAELLA;GUGLIELMETTI, ILARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/804934	2013	Design del patrimonio culturale tra narrazione e nuove tecnologie	TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/804935	2013	"Nuove prossemiche museali e culturali. Corpi, gesti, relazioni, comportamenti/New museum and cultural heritage
proxemics. Bodies, gestures, relationships, behaviour"	TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/804938	2013	"Cultura del temporaneo: presupposti e temi”/“The Culture of 
the Ephemeral: assumptions and themes"	TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/804939	2013	"L’Archivio Digitale degli Allestimenti Temporanei: contesto 
culturale, motivazioni, questioni aperte”/”Digital Archive of the Temporary Exhibition: cultural context, exhibition, open questions"	TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/809318	2014	Gli studi su Leonardo di Luca beltrami	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/809319	2014	Sul cosiddetto Autoritratto di Leonardo nella Biblioteca Reale di Torino. Questioni introduttive di storia, critica e interpretazione	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/809320	2014	Leonardo's Last Supper: technique of execution and conservation thirteen years after its restoration	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/815124	2014	Agostino Arrivabene o della pittura al nero / Agostino Arrivabene, or on black Painting	MARANI, PIETRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/820725	2014	A Relational Food Network: Strategy and Tools to Co-design a Local Foodshed	BAEK, JOON SANG;MERONI, ANNA;SIMEONE, GIULIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824749	2012	Evoluzione del souvenir da viaggio. Dai viaggi del Grand Tour ai gadget museali	TONELLI, MARIA CRISTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824751	2013	La pratica del comunicare la memoria del Bene Culturale: dalle piattaforme informatiche al gadget museale/ Communicating the memory of Cultural Heritage: from Information technology to museum gadgets	TONELLI, MARIA CRISTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824752	2014	La riscossa delle curve femminili nella moda occidentale	TONELLI, MARIA CRISTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824753	2014	Premesse e scommesse dell'autarchia	TONELLI, MARIA CRISTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824798	2013	Il disegno imperfetto. Il processo analitico-visuale per il progetto	AMORUSO, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824799	2013	Cromie urbane	AMORUSO, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824803	2013	Color & pattern book. Rilievo critico e progetto cromatico	AMORUSO, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824810	2014	Strategie comunicative della moda per le taglie forti	GADDI, ROSSANA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824811	2013	La ricerca di design come motore di innovazione e di ripresa	RATTI, ANDREA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824824	2014	Determinazione del livello di servizio in area urbana	STUDER, LUCA PASINO;Maternini Giulio;Cadei Margherita;GANDINI, PAOLO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824826	2014	Analisi delle proposte in ambito didattico per la funzionalità e la sicurezza di intersezioni e corridoi stradali del comune di Milano	STUDER, LUCA PASINO;GANDINI, PAOLO;R. Meco	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824828	2013	Tra territorio e media. Percorsi, visioni e identità nella città plurale	PIREDDA, FRANCESCA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824925	2013	Innovazione sociale, comunicazione e pratiche di ascolto del territorio	GALBIATI, MARIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/824932	2013	"Classificare, ordinare, archiviare.
La storia del design a partire dall'oggetto."	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/825527	2013	Autarchia e creatività	DELL'ACQUA BELLAVITIS, ARTURO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/825528	2013	L'innovazione del tessile e il ruolo leader per la realtà produttiva italiana	DELL'ACQUA BELLAVITIS, ARTURO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/825531	2013	I diversi intrecci del design contemporaneo	DELL'ACQUA BELLAVITIS, ARTURO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/825533	2013	Design Policy Issues N° 1	MAFFEI, STEFANO;ARQUILLA, VENANZIO;MORTATI, MARZIA;VILLARI, BEATRICE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/825727	2013	Il realismo nelle arti utili: elogio del problema	ZINGALE, SALVATORE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/825728	2013	Elogio del museo-labirinto. Il Museum für Moderne Kunst di Francoforte	ZINGALE, SALVATORE;CARITÀ F.	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/826326	2013	De Maria e il paesaggio dell'anima (o della 'mente') in Europa fra '800 e '900	MAZZANTI, ANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/826339	2013	MATERIALI PER IL PROGETTO. INTERAZIONI METAPROGETTUALI	DE PAOLIS, ROBERTO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/826343	2013	Il gran teatro alpino nel Sacro Monte di Ossuccio. Progetto e rappresentazione	DE PAOLIS, ROBERTO;MELE, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/826345	2013	Narratività e progettualità. Perché ogni progetto è narrazione e viceversa	ZINGALE, SALVATORE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/827127	2014	Catalysing social resources for sustainable changes. Social innovation and community centred design’	MERONI, ANNA;MANZINI, EZIO	
