title,author,year,type,keywords,cluster
ESDA 2008 9th Biennal ASME Conference on Engineering Systems Design and Analysis,"CANINA, MARIA RITA",2008,04.1 Contributo in Atti di convegno,-,nocluster
INTERNATIONAL DESIGN CONFERENCE CUMULUS KYOTO 2008,"CANINA, MARIA RITA;FERRARO, VENERE",2008,04.1 Contributo in Atti di convegno,-,nocluster
Convegno di Varenna - X Edizione,"MAJA, ROBERTO;CAPRILE, ELENA;MARCHIONNI, GIOVANNA;PONTI, MARCO;RAINOLDI, GIOVANNI;STUDER, LUCA PASINO",2008,04.1 Contributo in Atti di convegno,-,nocluster
Focused.  Swiss Design Network Symposium 2008,"PIZZOCARO, SILVIA LUISA",2008,04.1 Contributo in Atti di convegno,Design research teaching,nocluster
Linee di bioarchitettura nell'interior design. Rapporto tra Bioarchitettura ed Eco-Design,"PIARDI, SILVIA ELVIRA MARIA",2008,04.1 Contributo in Atti di convegno,bioarchitettura; interni; progetto; salute; comfort,nocluster
INTUITION 2008,"CECONELLO, MAURO ATTILIO;SPALLAZZO, DAVIDE",2008,04.1 Contributo in Atti di convegno,3-D; Virtual Reality; Urban Planning; Colour Plan,nocluster
"ICERI2008 - International conference of education, research and innovation","BREVI, FAUSTO;GAETANI, FLORA;PIGNATEL, ALICE",2008,04.1 Contributo in Atti di convegno,-,nocluster
Changing the Change,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;CASTELLI, ANTONELLA;SAMMICHELI, MARCO",2008,04.1 Contributo in Atti di convegno,-,nocluster
INTUITION2008,"PIGNATEL, ALICE;BREVI, FAUSTO",2008,04.1 Contributo in Atti di convegno,-,nocluster
Desiging Designers 2007,"ROSSI, MAURIZIO;SCULLICA, FRANCESCO",2008,04.1 Contributo in Atti di convegno,-,nocluster
SPIE Electronic Imaging 2008 - Stereoscopic Displays and Applications XIX,"D. Gadia;C. Bonanomi;ROSSI, MAURIZIO;RIZZI, ALESSANDRO;MARINI, DANIELE",2008,04.1 Contributo in Atti di convegno,-,nocluster
Conferenza Nazionale Gruppo del Colore - SIOF,"MUSANTE, FULVIO;ROSSI, MAURIZIO",2008,04.1 Contributo in Atti di convegno,-,nocluster
Eurographics Italian Chapter Conference (2008),"S. Mazzocchi;MUSANTE, FULVIO;ROSSI, MAURIZIO;SELMO, DAVIDE MATTE0",2008,04.1 Contributo in Atti di convegno,-,nocluster
Designing Designers: Light as an architectural matter - Lighting Design. International Conference of university courses in Design,"ROSSI, MAURIZIO",2008,04.1 Contributo in Atti di convegno,-,nocluster
Changing the Change,"MERONI, ANNA;SIMEONE, GIULIA;TRAPANI, PAOLA MARIA",2008,04.1 Contributo in Atti di convegno,Design Strategico; Sostenibilità; Innovazione Sociale,nocluster
VSMM 2008. 14th International Conference on Virtual Systems and Multimedia dedicated to Digital Heritage,"SPAGNOLI, ALESSANDRA",2008,04.1 Contributo in Atti di convegno,-,nocluster
DesignEd Asia Conference 2008 - Culture as Inspiration,"MORTATI, MARZIA;SIMONELLI, GIULIANO",2008,04.1 Contributo in Atti di convegno,Cultural mediation; internationalisation; SMEs,nocluster
"Changing the Change. Design, Visions, Proposals and Tools. Proceedings","VIGNATI, ARIANNA;M. Carriero",2008,04.1 Contributo in Atti di convegno,Design; Start-up,nocluster
DesignED Asia conference 2008,"GONG, MIAOSEN;CIPOLLA, CARLA;BAEK, JOON SANG",2008,04.1 Contributo in Atti di convegno,-,nocluster
Sixth International Conference on Manufacturing Research (ICMR08),"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Changing the change. Design, visions, proposals and tools","VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;R. Kemp",2008,04.1 Contributo in Atti di convegno,-,nocluster
Conference of the Sustainable Consumption Research Exchange (SCORE!): Sustainable Consumption and Production: framework for action,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO",2008,04.1 Contributo in Atti di convegno,-,nocluster
The Presence of Italian Architects in Mediterranean Countries,"CORDERA, PAOLA",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Changing the Change International Conference, WORLD DESIGN CAPITAL TORINO 2008 framework","CIUCCARELLI, PAOLO;RICCI, DONATO;VALSECCHI, FRANCESCA",2008,04.1 Contributo in Atti di convegno,-,nocluster
Group Decision and Negotiation Meeting GDN,"COLORNI VITALE, ALBERTO;LUE', ALESSANDRO",2008,04.1 Contributo in Atti di convegno,-,nocluster
12th Meeting of the EURO Working Group on Transportation,"O. Caccia Dominioni;D. Ciccarelli;COLORNI VITALE, ALBERTO;A. Luè",2008,04.1 Contributo in Atti di convegno,-,nocluster
XXXIX Annual conference AIRO (the Italian operational research society),"COLORNI VITALE, ALBERTO;P. Intini;A. Luè",2008,04.1 Contributo in Atti di convegno,-,nocluster
XXXIX Annual conference AIRO (the Italian operational research society),"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;CICCARELLI, DIEGO;A. Luè",2008,04.1 Contributo in Atti di convegno,-,nocluster
V Congresso SIe-L (the Italian society of e-learning),"F. Brambilla;COLORNI VITALE, ALBERTO;N. Padovani",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Changing the change. Design, visions, proposals and tools","VEZZOLI, CARLO ARNALDO;Penin L.",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Teaching Conservation/Restoration of the Architectural Heritage Goals, Contents and Methods, Sub-network Workshop on Conservation European Network ENHSA","ANZANI, ANNA;BINDA, LUIGIA;CANTINI, LORENZO;CARDANI, GIULIANA;CONDOLEO, PAOLA;SAISI, ANTONELLA ELIDE",2008,04.1 Contributo in Atti di convegno,-,nocluster
Undisciplined! Proceedings of the Design Research Society Conference 2008,"COSTA, FIAMMETTA CARLA ENRICA;OLIVA, SERENA;RIZZO, FRANCESCA",2008,04.1 Contributo in Atti di convegno,"User Study, Brand Preferences, Product Usability, Evaluation Methods.",nocluster
Measuring Behavior 2008,"ROMERO, MAXIMILIANO ERNESTO;MAZZOLA, MARCO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE",2008,04.1 Contributo in Atti di convegno,-,nocluster
Digital Heritage. 14th International Conference on Virtual Systems and Multimedia,"LUPO, ELEONORA",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Changing the Change. Design, visions, proposals and tools","MATTANA, WALTER;PIREDDA, FRANCESCA",2008,04.1 Contributo in Atti di convegno,-,nocluster
VSMM 2008. Digital Heritage. Proceedings of the 14th International Conference on Virtual Systems and Multimedia,"TROCCHIANESI, RAFFAELLA",2008,04.1 Contributo in Atti di convegno,Cultural design; storytelling; linguaggi; fruizione; comunicazione,nocluster
Conference of the Sustainable Consumption Research Exchange (SCORE!): Sustainable Consumption and Production: framework for action,"W. Thorstem;F. Jegou;MANZINI, EZIO;S. Giradi;CIPOLLA, CARLA",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Proceding, Seoul Design Conference 2008","MURANO, FRANCESCO;Seung Hyun Woo",2008,04.1 Contributo in Atti di convegno,-,nocluster
Designing designers 2007,"GALBIATI, MARIA LUISA",2008,04.1 Contributo in Atti di convegno,-,nocluster
"INTED 2008 - International Technology, Education and Development Conference","F. Concia;PILLAN, MARGHERITA",2008,04.1 Contributo in Atti di convegno,eLearning; sistema penitenziario minorile; formazione a distanza; corsi professionalizzanti.,nocluster
3rd International Conference on Safety & Environment in Process Industry,"MANCA, DAVIDE;RAINOLDI, GIOVANNI;MAJA, ROBERTO;S. Sacco",2008,04.1 Contributo in Atti di convegno,-,nocluster
Design and Emotion - Dare to desire,"SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;GAMBARDELLA, FRANCESCA;LEVI, MARINELLA",2008,04.1 Contributo in Atti di convegno,-,nocluster
Materials and Sensations,"SALVIA, GIUSEPPE;GAMBARDELLA, FRANCESCA;ROGNOLI, VALENTINA;LEVI, MARINELLA",2008,04.1 Contributo in Atti di convegno,-,nocluster
"TRASPORTI, AMBIENTE, TERRITORIO: LA RICERCA DI UN NUOVO EQUILIBRIO. X Riunione SIET","BERIA, PAOLO;PONTI, MARCO GUIDO",2008,04.1 Contributo in Atti di convegno,-,nocluster
Changing the Change. An international conference on the role and potential of design research in the transition towards sustainability,"COLLINA, LUISA MARIA VIRGINIA",2008,04.1 Contributo in Atti di convegno,Sustainability; Design research,nocluster
IV International BCI Workshop,"PEREGO, PAOLO;MAGGI, LUCA;PARINI, SERGIO;ANDREONI, GIUSEPPE",2008,04.1 Contributo in Atti di convegno,-,nocluster
IV International BCI Workshop,"MAGGI, LUCA;PARINI, SERGIO;PEREGO, PAOLO;ANDREONI, GIUSEPPE",2008,04.1 Contributo in Atti di convegno,-,nocluster
Changing the change,"CIPOLLA, CARLA",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Internatiomal Conference on Mobile Technology, Applications, And Systems","TINAULI, MUSSTANSER;PILLAN, MARGHERITA",2008,04.1 Contributo in Atti di convegno,Interaction design; smart penn; user experience,nocluster
"Changing the change. Design, Visions, Proposals and Tools","QUAGGIOTTO, MARCO",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Design Thinking:  New Challenges for Designers, Managers and Organizations","E. Baglieri;S. Zamboni;R. Secchi;RAMPINO, LUCIA ROSA ELENA",2008,04.1 Contributo in Atti di convegno,-,nocluster
XII Congreso de la Sociedad Iberoamericana de Grafica Digital SIGraDI 2008,"AMORUSO, GIUSEPPE;M. Chiarella",2008,04.1 Contributo in Atti di convegno,"Urban Image, Digital Photography, Interactive
Panorama.",nocluster
"Design Thinking: New Challenges for Designers, Managers, Organizations","ZURLO, FRANCESCO;CAUTELA, CABIRIO",2008,04.1 Contributo in Atti di convegno,-,nocluster
Places & Themes of Interiors – Contemporary Research Worldwide,"GEROSA, GIULIA MARIA",2008,04.1 Contributo in Atti di convegno,-,nocluster
Participatory Design Conference,"K. Battarbee;A. Botero;T. Mattelmaki;RIZZO, FRANCESCA",2008,04.1 Contributo in Atti di convegno,-,nocluster
Changing the Change,"SANGIORGI, DANIELA;Hemment, Drew;Buscher, Monika",2008,04.1 Contributo in Atti di convegno,-,nocluster
"Terre di mare: nautica, viaggi e incontri dall'antichità all'epoca moderna","PIARDI, SILVIA ELVIRA MARIA",2008,04.1 Contributo in Atti di convegno,-,nocluster
IMETI 2009 - The 2nd International Multi-Conference on Engineering and Technological Innovation,"CIASTELLARDI, MATTEO;De KERCKHOVE, DERRICK CLAUDE FREDERIC;Miranda de Almedia, Cristina;Cruciani, Andrea",2009,04.1 Contributo in Atti di convegno,-,nocluster
IASDR 2009,"CIASTELLARDI, MATTEO;De KERCKHOVE, DERRICK CLAUDE FREDERIC;Miranda de Almeida, Cristina;Cruciani, Andrea",2009,04.1 Contributo in Atti di convegno,-,nocluster
"Identità, innovazione e nuovi equilibri: il progetto di riqualificazione della stazione metropolitana Garibaldi a Milano",DAvide Bruno,2009,04.1 Contributo in Atti di convegno,-,nocluster
"INTED 2009. International Technology, Education and Development Conference","DOMINONI, ANNALISA",2009,04.1 Contributo in Atti di convegno,design research; open innovation; strategic design,nocluster
"International Technology, Education and Development Conference","SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;MORTATI, MARZIA",2009,04.1 Contributo in Atti di convegno,Strategic design; service design; global integration; SMEs; peer production; local vs global,nocluster
Design2Business 2009 Tsinghua International Design Management Symposium,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;MORTATI, MARZIA",2009,04.1 Contributo in Atti di convegno,design; internationalization; SMEs; peer production; local vs global; strategic design,nocluster
2nd International Conference HCI/ICDHM,"ANDREONI, GIUSEPPE;MAZZOLA, MARCO;O. Ciani;M. Zambetti;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;PREATONI, EZIO",2009,04.1 Contributo in Atti di convegno,"proactive ergonomics; ergonomic index; movement and posture 
analysis; occupational biomechanics; assessment technique; joint discomfort",nocluster
XXVII International Congress on Biomechanics in Sports,"PREATONI, EZIO;E. Devodier;ANDREONI, GIUSEPPE;RODANO, RENATO",2009,04.1 Contributo in Atti di convegno,joint coupling; countermovement jump; performance monitoring,nocluster
Design Connexity,"SIMONELLI, GIULIANO;ARQUILLA, VENANZIO;CASTELLI, ANTONELLA;SAMMICHELI, MARCO",2009,04.1 Contributo in Atti di convegno,Design directory; Shared platform; Design community; Social network; Design system,nocluster
11th Canadian Masonry Symposium,"CARDANI, GIULIANA;BINDA, LUIGIA;CONDOLEO, PAOLA;ANZANI, ANNA",2009,04.1 Contributo in Atti di convegno,flat-jack test,nocluster
2009 IASDR Conference: Design / Rigor & Relevance,"VALSECCHI, FRANCESCA;CIUCCARELLI, PAOLO",2009,04.1 Contributo in Atti di convegno,design methodology; ethnography; dialogue; knowledge tools; knowledge sharing,nocluster
ISEP 2009- Sustainble trasport and mobility,"STUDER, LUCA PASINO;PONTI, MARCO;MARCHIONNI, GIOVANNA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Edulearn09,"FERRARIS, SILVIA DEBORAH;ROGNOLI, VALENTINA",2009,04.1 Contributo in Atti di convegno,Inductive teaching; materials; sensoriality; product design,nocluster
IASDR 2009: INTERNATIONAL ASSOCIATION OF SOCIETIES OF DESIGN RESEARCH 2009 - Design | Rigor & Relevance,"ARQUILLA, VENANZIO;SEMINARA, DANIELA MARIA ROSA;CASTELLI, ANTONELLA",2009,04.1 Contributo in Atti di convegno,SME (Small and Medium Enterprises); University; designers; design knowledge,nocluster
Designing Designers,"ROSSI, MAURIZIO",2009,04.1 Contributo in Atti di convegno,-,nocluster
V Conferenza Nazionale del Gruppo del Colore,"SINISCALCO, ANDREA;MUSANTE, FULVIO;ROSSI, MAURIZIO",2009,04.1 Contributo in Atti di convegno,"Prodotto, Luce, Colore, Misura, Fotometria, Colorimetria",nocluster
Multiple Ways to Design Research Symposium 2009,"ROSSI, MAURIZIO;SINISCALCO, ANDREA;ZANOLA, FABIO DONATO",2009,04.1 Contributo in Atti di convegno,-,nocluster
Conferenza Nazionale AIRO,"CICCARELLI, DIEGO;COLORNI VITALE, ALBERTO;Alessandro Luè;Roberto Nocerino",2009,04.1 Contributo in Atti di convegno,-,nocluster
XIII EURO Working Group on Trasportation Meeting,"Alessandro Luè;COLORNI VITALE, ALBERTO",2009,04.1 Contributo in Atti di convegno,-,nocluster
8th Cologne-Twente Workshop on Graphs and Combinatorial Optimization,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;A, Luè",2009,04.1 Contributo in Atti di convegno,-,nocluster
Convegno EDEN,"COLORNI VITALE, ALBERTO;SANCASSANI, SUSANNA;S. Azzali;A. Tomasini",2009,04.1 Contributo in Atti di convegno,-,nocluster
Convegno Sie-L Crui,"COLORNI VITALE, ALBERTO",2009,04.1 Contributo in Atti di convegno,-,nocluster
2nd Easyway Annual Forum on Its for the Tern,"STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA;PONTI, MARCO;SCARINCI, RICCARDO",2009,04.1 Contributo in Atti di convegno,-,nocluster
Documentare il Contemporaneo. Archivi e Musei di Architettura,"CIAGA', GRAZIELLA LEYLA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Designing Designers,"MURANO, FRANCESCO",2009,04.1 Contributo in Atti di convegno,Luce; Ganzfeld; Light; Wilson; Design Designers,nocluster
inted 2009,"PALMIERI, STEFANIA",2009,04.1 Contributo in Atti di convegno,-,nocluster
inted 2009,"LAVIZZARI, FRANCESCA;PALMIERI, STEFANIA",2009,04.1 Contributo in Atti di convegno,-,nocluster
IASDR,"CAUTELA, CABIRIO;RIZZO, FRANCESCA;ZURLO, FRANCESCO",2009,04.1 Contributo in Atti di convegno,-,nocluster
Design2Business,"RAMPINO, LUCIA ROSA ELENA",2009,04.1 Contributo in Atti di convegno,-,nocluster
"INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION","VIGNATI, ARIANNA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Design2Business 2009,"E. Baglieri;S. Zamboni;R. Secchi;RAMPINO, LUCIA ROSA ELENA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Multiple Ways to Design Research. Research cases that reshape the design discipline,"GUERRINI, LUCA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Design2Business,"FERRARIS, SILVIA DEBORAH",2009,04.1 Contributo in Atti di convegno,-,nocluster
"International Technology, Education and Development Conference","BISSON, MARIO",2009,04.1 Contributo in Atti di convegno,didattica; comunicazione; colore; suono,nocluster
"3rd International Technology, Education and Development Conference","BISSON, MARIO;CALABI, DANIELA ANNA",2009,04.1 Contributo in Atti di convegno,Education; Innovation; Research projects; Teaching Methodologies; Academic experiences; Practice contributions; Environmental Design; Basic Design,nocluster
International Conference on Education and New Learning Technologies,"BISSON, MARIO;CALABI, DANIELA ANNA",2009,04.1 Contributo in Atti di convegno,"Basic Design; vision workshop; design course; Gestalt
psychology",nocluster
"Multiple Ways to Design Research, SwissDesignNetwork Symposium 2009","CANINA, MARIA RITA;FERRARO, VENERE",2009,04.1 Contributo in Atti di convegno,-,nocluster
pHealth 2009 - The 6th international workshop on Wearable Micro and Nanosystems for Personalised Health,"CANINA, MARIA RITA;FERRARO, VENERE",2009,04.1 Contributo in Atti di convegno,-,nocluster
pHealth 2009 - The 6th international workshop on Wearable Micro and Nanosystems for Personalised Health,"FERRARO, VENERE;M. Pacelli;CANINA, MARIA RITA;R. Paradiso;D. De Rossi;P. Bonato",2009,04.1 Contributo in Atti di convegno,-,nocluster
2nd International Symposium on Sustainable Design (II ISSD),"VEZZOLI, CARLO ARNALDO",2009,04.1 Contributo in Atti di convegno,-,nocluster
Multiple ways to Design Research,"VACCA, FEDERICA",2009,04.1 Contributo in Atti di convegno,craft technique; textile and fashion; craft design,nocluster
Macef Med. Mostra-Convegno per lo sviluppo dell'innovazione,"PARENTE, MARINA",2009,04.1 Contributo in Atti di convegno,-,nocluster
4th International Conference on Life Cycle Management,"VEZZOLI, CARLO ARNALDO;CESCHIN, FABRIZIO;M. M'Rithaa",2009,04.1 Contributo in Atti di convegno,-,nocluster
XXXVI Congresso Nazionale LIMPE,"M. Bernabei;PREATONI, EZIO;PICCINI, LUCA;M. Mendez;M. Porta;ANDREONI, GIUSEPPE",2009,04.1 Contributo in Atti di convegno,-,nocluster
IASDR2009,"DESERTI, ALESSANDRO;QIAN, XIAOBO",2009,04.1 Contributo in Atti di convegno,Mass customization; product configuration; product architecture; design methods,nocluster
Imece2009,"DESERTI, ALESSANDRO",2009,04.1 Contributo in Atti di convegno,Art; Craftmaship; Design process,nocluster
"EduLearn 2009, International Conference of Education and new learning technologies.","CELI, MANUELA;RAMPONI, FEDERICO",2009,04.1 Contributo in Atti di convegno,Keywords -  Metadesign; creativity; collaborative learning; team-building; boosting,nocluster
X Conferenza SIET,"BERIA, PAOLO;PONTI, MARCO GUIDO",2009,04.1 Contributo in Atti di convegno,-,nocluster
2nd Annual Conference of Competition and Regulation in Network Industries (CRNI),"BERIA, PAOLO;PONTI, MARCO GUIDO",2009,04.1 Contributo in Atti di convegno,-,nocluster
"Design Connexity, Eighhth International Conference ot the European Academy of Design","PILLAN, MARGHERITA;BERTOLO, MARESA;AUREGGI, MARCO GIANCARLO;DE LUCA, VANESSA",2009,04.1 Contributo in Atti di convegno,Interaction Design; Game Design; Design Process; Computer Graphics; Digital Animation,nocluster
EDULearn09 International Conference on Education and New Learning Technologies,"BIAMONTI, ALESSANDRO",2009,04.1 Contributo in Atti di convegno,-,nocluster
Cumulus 38°s 2009 : Hemispheric shifts across learning teaching and research,"FASSI, DAVIDE;GIUNTA, ELENA ENRICA",2009,04.1 Contributo in Atti di convegno,-,nocluster
--,"SPAGNOLI, ALESSANDRA",2009,04.1 Contributo in Atti di convegno,progetto della sicurezza; spazio pubblico urbano; law and order; environmental prevention; social prevention; international summer school; torino world design capital 2008,nocluster
INTED2009 Proceedings CD,"ROMERO, MAXIMILIANO ERNESTO;GONG, MIAOSEN;COSTA, FIAMMETTA CARLA ENRICA",2009,04.1 Contributo in Atti di convegno,-,nocluster
INTED2009 Proceedings CD,"Caroline Martins de Assis;ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE",2009,04.1 Contributo in Atti di convegno,-,nocluster
ICERI2009,"ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;Anil Ilgaz;ARSLAN, PELIN",2009,04.1 Contributo in Atti di convegno,-,nocluster
IASDR 2009,"NAM, HYOJIN GINA;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE;Federica Saviotti;Lucia Turco;Youngkwang Cho",2009,04.1 Contributo in Atti di convegno,-,nocluster
978-1-921426-52-0,"L. Brenna;LUPO, ELEONORA;SEASSARO, ALBERTO;TROCCHIANESI, RAFFAELLA",2009,04.1 Contributo in Atti di convegno,-,nocluster
"Sharing Cultures 2009, international Conference on Intangible Heritage","LUPO, ELEONORA",2009,04.1 Contributo in Atti di convegno,-,nocluster
L’orizzonte sostenibile tra mare e cielo,"RATTI, ANDREA",2009,04.1 Contributo in Atti di convegno,-,nocluster
D2B2: Tsinghua International Design Management Symposium,"ARQUILLA, VENANZIO;SEMINARA, DANIELA MARIA ROSA;ZURLO, FRANCESCO",2009,04.1 Contributo in Atti di convegno,-,nocluster
"International Technology, Education and Development Conference. INTED2009 Conference","CALABI, DANIELA ANNA;BISSON, MARIO;CHIODO, ELISA",2009,04.1 Contributo in Atti di convegno,"Education; Innovation; Research projects; Teaching Methodologies; Academic experiences; Practice
contributions; Communication Design; Colour Design; Sound Design; Environmental Design.",nocluster
"INTED 2009 International Tecnology, Education and Development Conference.","PARENTE, MARINA",2009,04.1 Contributo in Atti di convegno,-,nocluster
La didattica del disegno nei corsi di laurea in design,"CECONELLO, MAURO ATTILIO",2009,04.1 Contributo in Atti di convegno,-,nocluster
ASME/AFM 2009 World Conference on Innovative Virtual Reality,"PIGNATEL, ALICE;BREVI, FAUSTO",2009,04.1 Contributo in Atti di convegno,-,nocluster
"IEEE/WIC/ACM International Joint Conferences on Web Intelligence and Intelligent Agent Technologies, Web2Touch Workshop 2009","CONTI, GIOVANNI MARIA;RIZZO, FRANCESCA;FUGINI, MARIAGRAZIA;C. Raibulet;L. Ubezio",2009,04.1 Contributo in Atti di convegno,INF,nocluster
"Cumulus 38° S. Hemispheric shifts across learning, teaching and researching","BRENNA, LUIGI PAOLO;LUPO, ELEONORA;SEASSARO, ALBERTO;TROCCHIANESI, RAFFAELLA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Triple Helix VII International Conference,"BIANCHI, MATTIA;CAMPODALL'ORTO, SERGIO;FRATTINI, FEDERICO;VERCESI, PAOLO EMILIO",2009,04.1 Contributo in Atti di convegno,-,nocluster
IFESS 2009,"FERRANTE, SIMONA;F. Pisana;PARINI, SERGIO;MAGGI, LUCA;PEREGO, PAOLO;ANDREONI, GIUSEPPE;FERRIGNO, GIANCARLO;PEDROCCHI, ALESSANDRA LAURA GIULIA",2009,04.1 Contributo in Atti di convegno,-,nocluster
"Leopoldo Pollack e la sua famiglia. Cantiere, formazione e professione tra Austria, Italia e Ungheria","CORDERA, PAOLA",2009,04.1 Contributo in Atti di convegno,-,nocluster
"International Conference of Education, Research and Innovation, ICERI 2009","BENEDETTO S;BERNELLI ZAZZERA, FRANCO;BERTOLA, PAOLA;CANTAMESSA M.;CERI, STEFANO;RANCI ORTIGOSA, COSTANZO;SPAZIANTE A;ZANINO R.",2009,04.1 Contributo in Atti di convegno,-,nocluster
37th Annual International Conference on Computer Applications and Quantitative Methods in Archeology (CAA) - Making History Interactive,"PIGNATEL, ALICE;BREVI, FAUSTO;ERCOLI, SEBASTIANO",2009,04.1 Contributo in Atti di convegno,Virtual reality; 3D visualization; real time rendering,nocluster
Cumulus Conference Saint Etienne 2008. Design & Research,"MERONI, ANNA;SIMEONE, GIULIA;TRAPANI, PAOLA MARIA",2009,04.1 Contributo in Atti di convegno,Service Design; Design for Regional Planning,nocluster
III Congreso Internacional de Sinestesia,"RICCO', DINA",2009,04.1 Contributo in Atti di convegno,synesthesia; mental imagery; visual communication; graphic design; music,nocluster
HCI International 2009,"ROMERO, MAXIMILIANO ERNESTO;COSTA, FIAMMETTA CARLA ENRICA;ANDREONI, GIUSEPPE;MAZZOLA, MARCO;J. Vargas;L. Conenna",2009,04.1 Contributo in Atti di convegno,-,nocluster
16th ITS World Congress,"STUDER, LUCA PASINO;Marco Cecchetto;MARCHIONNI, GIOVANNA;PONTI, MARCO",2009,04.1 Contributo in Atti di convegno,ITS EVALUATION,nocluster
8th European Academy Of Design Conference,"SANGIORGI, DANIELA",2009,04.1 Contributo in Atti di convegno,"Service Design, Service Design research",nocluster
First Nordic Conference on Service Design and Service Innovation,"Carr, Valerie;SANGIORGI, DANIELA;Büscher, Monika;Cooper, Rachel;Junginger, Sabine",2009,04.1 Contributo in Atti di convegno,-,nocluster
International Association of Societies of Design Research,"Junginger, Sabine;SANGIORGI, DANIELA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Multiple ways to design research,"SALVIA, GIUSEPPE;ROGNOLI, VALENTINA;LEVI, MARINELLA",2009,04.1 Contributo in Atti di convegno,-,nocluster
Sesta Conferenza Nazionale del Colore,P. Visconti,2010,04.1 Contributo in Atti di convegno,-,nocluster
"Lens conference. Sustainability in design: now! Challenges and Opportunities for Design Research, Education and Practice in the XXI Century",P. Visconti,2010,04.1 Contributo in Atti di convegno,-,nocluster
Second International Workshop on  Knowledge Federation,M. Quaggiotto,2010,04.1 Contributo in Atti di convegno,-,nocluster
DRS2010: Design and Complexity,M. Quaggiotto,2010,04.1 Contributo in Atti di convegno,-,nocluster
XI Riunione Scientifica Annuale della Società Italiana di Economia dei Trasporti e della Logistica (SIET),"PONTI, MARCO GUIDO",2010,04.1 Contributo in Atti di convegno,-,nocluster
La Civiltà delle acque tra Medioevo e Rinascimento,"MARANI, PIETRO;Pietro C.",2010,04.1 Contributo in Atti di convegno,Idraulica; Medioevo; Rinascimento; Leonardo; Lombardia,nocluster
International Conference on Education and New Learning Technologies,"MAIOCCHI, MARCO MARIA;PILLAN, MARGHERITA",2010,04.1 Contributo in Atti di convegno,Design; project methodology; education; conceptual tools.,nocluster
CONNECTED 2010: 2nd International Conference on Design Education,"PIARDI, SILVIA ELVIRA MARIA;A. Ponzio;PADOVA, PAOLO",2010,04.1 Contributo in Atti di convegno,Experimental Teaching; Interior Design; Design Education,nocluster
ConnectED2010 International Conference on Design Education,"FERRARIS, SILVIA DEBORAH;RAMPINO, LUCIA ROSA ELENA",2010,04.1 Contributo in Atti di convegno,-,nocluster
16th International Conference on Virtual Systems and Multimedia (VSMM2010),"GUIDI, GABRIELE;TROCCHIANESI, RAFFAELLA;PILS, GIULIA;MORLANDO, GIORGIA;SEASSARO, ALBERTO",2010,04.1 Contributo in Atti di convegno,realtà virtuale; museo del design; fruizione; Analytical models; Animation; Art; Cultural differences; Materials; Solid modeling; Three dimensional displays; design museum concept; interactive fruition; multimedia materials; virtual models; virtual museum; design; museums; virtual reality; 3D acquisition and modeling; Museum exploitation; Storytelling,nocluster
The 2nd ConnectED International Conference on Design Education,"CANINA, MARIA RITA;FERRARO, VENERE",2010,04.1 Contributo in Atti di convegno,-,nocluster
The 2nd ConnectED International Conference on Design Education,"ANSELMI, LAURA;CANINA, MARIA RITA",2010,04.1 Contributo in Atti di convegno,-,nocluster
Edulearn 10 International Conference on Education and New Learning Technologies,"CARATTI, ELENA",2010,04.1 Contributo in Atti di convegno,-,nocluster
