dc.publisher.place;dc.type.referee;dc.publisher.country;item.collection;item.openaireRights;dc.subject.keywordsita;dc.language.iso;dc.subject.keywords;dc.identifier.uri;dc.date.issued;dc.type.full;dc.relation.ispartofbook;item.journal.title;dc.title;dc.relation.medium;dc.description.numberofauthors;dc.publisher.name;dc.authority.people;dc.type.circulation;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/514546;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN REVIEW;Il lusso, l'arte e il design;-0;1;Palermo : Zerocento;FERRARA, MARIA RITA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/514547;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN REVIEW;Intervista a Philippe Daverio;-0;1;Palermo : Zerocento;FERRARA, MARIA RITA;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/514548;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN REVIEW;Eco-tech. Tecnologia per l'ecologia;-0;1;Palermo : Zerocento;FERRARA, MARIA RITA;nazionale;;;;;;;;;;;;;;
-0;Esperti anonimi;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;-0;http://hdl.handle.net/11311/514781;2010;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN MANAGEMENT JOURNAL;The role of design in the development of the Made in Italy Brand in China.;ELETTRONICO;2;-0;"BIANCHINI, MASSIMO;PARENTE, MARINA";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/514782;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;GUD. GENOVA UNIVERSITÀ DESIGN;Lo Studio Museo Achille Castiglioni e la ricerca d.Cult;-0;2;-0;"PARENTE, MARINA;SEASSARO, ALBERTO";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/514783;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;10. Il mediterraneo come rete di risorse e di valori;-0;3;-0;"PARENTE, MARINA;V. CRISTALLO;A. MORONE";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/514784;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;18. Wd_Workshop design: un laboratorio progettuale per lo sviluppo locale.;-0;4;-0;"PARENTE, MARINA;V. CRISTALLO;E. GUIDA;A. MORONE";-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;eng;http://hdl.handle.net/11311/514785;2001;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;AREA;Luoghi transitori dell’abitare. Philippe Starck, Londra e Parigi / Transitory dwelling places;-0;1;-0;PARENTE, MARINA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;http://hdl.handle.net/11311/514822;2003;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Thonet. Scheda tecnica / Thonet. Technical Sheet;-0;1;-0;PARENTE, MARINA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;ita;http://hdl.handle.net/11311/514827;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Dabbawallah _ scheda tecnica;-0;1;-0;PARENTE, MARINA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;enm;http://hdl.handle.net/11311/515041;2005;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Oltre le materioteche...;-0;1;Gangemi Editore, Roma;ROGNOLI, VALENTINA;-0;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/515108;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;L'e-commerce B2B di Rhiag Spa;-0;2;Milano : Consorzio POLI.design;"ARQUILLA, VENANZIO;BIANCHINI, MASSIMO";internazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/515111;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;ideas21 - Turning ideas into tangible products;-0;1;Milano : Consorzio POLIdesign;ARQUILLA, VENANZIO;internazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/515112;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;Ice a Ambasciata Italiana di Londra - Made in Italy;-0;1;Milano : Consorzio POLIdesign;ARQUILLA, VENANZIO;internazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/515113;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;Istituto Italiano di Cultura - Presentazione Domus;-0;1;Milano : Consorzio POLIdesign;ARQUILLA, VENANZIO;internazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/515114;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;Design Nation - The Eureka Collection;-0;1;Milano : Consorzio POLIdesign;ARQUILLA, VENANZIO;internazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/515115;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;Barbican Art Gallery - Communicate: indipendent british graphic design since the sixties;-0;1;Milano : Consorzio POLIdesign;ARQUILLA, VENANZIO;internazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/515116;2004;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGNFOCUSNEWS;SI.Swedish Institute e Embassy of Sweden;-0;1;Milano : Consorzio POLIdesign;ARQUILLA, VENANZIO;internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng ita;eng;http://hdl.handle.net/11311/515117;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;PROGETTI DAC Design for Arts & CraftsL'università va sul territorio per favorire l'incontro tra giovani designer e PMI;-0;2;-0;"ARQUILLA, VENANZIO;SIMONELLI, GIULIANO";-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/515263;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;Virtual Graffiti;-0;1;editore attuale:  Progetto Editrice SRl:CSO Garibaldi 64, I 20121 Milan Italy:011 39 02 653103, EMAIL: lineagrafica@progetto-ed.it, INTERNET: http://www.lineagrafica.progetto-ed.it, Fax: 011 39 02 6575351  primo editore: Ufficio Moderno , Milano;BAULE, GIOVANNI;nazionale;;;;;;;;;;;;;;
-0;Nessuno;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/515264;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;LINEA GRAFICA;E' il margine che fa la pagina;-0;1;editore attuale:  Progetto Editrice SRl:CSO Garibaldi 64, I 20121 Milan Italy:011 39 02 653103, EMAIL: lineagrafica@progetto-ed.it, INTERNET: http://www.lineagrafica.progetto-ed.it, Fax: 011 39 02 6575351  primo editore: Ufficio Moderno , Milano;BAULE, GIOVANNI;internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516161;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Tre domande alla direttrice del Museo;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516162;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Una breve storia del design italiano;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/516163;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;La città dei media o la città mediatica;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516164;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Zanuso e la moderna Milano del benessere;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/516165;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Templi del Design:Dal Jamaica al Superstudio;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516166;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;I numeri di Cassina. Il brand italiano più famoso del mondo;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/516167;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Italo Lupi. A me tocca costruire identità.;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;eng ita;ita;http://hdl.handle.net/11311/516168;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;VOGUE GIOIELLO;Gold is Woman,il gioiello al femminile tra design e arte;-0;1;Edizioni Conde Nast Spa:Piazza Castello 27, 20121 Milan Italy:011 39 02 8561223, Fax: 011 39 02 8055716;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516169;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Gaetano Pesce. Il mio pezzo unico non nasce per essere venduto;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/516170;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Dall'arte al design, andata e ritorno;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516171;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Il lusso e il surf. Catch the wave;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516172;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Salvatore Ferragamo: il ciabattino designer.;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/516173;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Speranze e profezie di design;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;ita;-0;http://hdl.handle.net/11311/516174;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Baguette Design;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516207;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Caleidoscopio Benesch;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516208;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;1.Macef 2006: fior di design;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/516209;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Il design nell’epoca dell’avversità;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516212;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Generation Pride: largo ai quarantenni;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/516215;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Mollino: l’ossessione della forma;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/516217;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Design solidale: il puppylove;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516220;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;in 70 per Moleskine;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516222;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL GIORNALE DELL'ARCHITETTURA;Regole per un matrimonio felice e duraturo;-0;1;Società Editrice Umberto Allemandi & C., Torino;CAPPELLIERI, ALBA;-0;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/516312;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISEGNO E DESIGN DIGITALE;Rendering in Real Time per il Disegno Industriale: Architetture;-0;1;Edizioni POLI.Design;BREVI, FAUSTO;-0;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/516314;1995;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PIXEL;L'immagine di sintesi come prototipo virtuale;-0;1;-0;BREVI, FAUSTO;-0;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;eng;Pseudo-creep;http://hdl.handle.net/11311/516345;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;CONSTRUCTION AND BUILDING MATERIALS;Long-term damage of historic masonry: a probabilistic model;-0;3;-0;"ANZANI, ANNA;GARAVAGLIA, ELSA;BINDA, LUIGIA";-0;;;;;;;;;;;;;;
Milano;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/516358;2000;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IL PROGETTISTA INDUSTRIALE;Strumenti e... Progettisti;-0;1;Tecniche Nuove;BREVI, FAUSTO;-0;;;;;;;;;;;;;;
Milano;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/516359;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DISEGNO E DESIGN DIGITALE;Rilievo e Rappresentazione del Disegno Industriale: un contributo didattico;-0;1;Edizioni POLI.Design;BREVI, FAUSTO;-0;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;none;-0;eng;sezele;http://hdl.handle.net/11311/516383;1994;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I. FUNDAMENTAL THEORY AND APPLICATIONS;A Newton Powell Modiﬁcation Algorithm for Harmonic Balance  Based Circuit Analysis;-0;3;-0;"D'AMORE, DARIO;MAFFEZZONI, PAOLO;PILLAN, MARGHERITA";internazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/517615;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ARTIBUS ET HISTORIAE;Di Bramantino e da Bramantino. Un'altra versione della Pietà Artaria già nella collezione reale dei Savoia;-0;2;-IRSA Verlag GES MBH:Szczepanska 9, 31-011 Krakow Poland:011 48 12 219030, Fax: 011 48 12 214807 - Firenze: Libreria Concessionaria Sansoni.  LUOGHI DI EDIZIONE: Firenze, Venezia, Vienna;"MARANI;MARANI, PIETRO";internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;Disegni soggiacenti;http://hdl.handle.net/11311/517616;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;PARAGONE. ARTE;Qualche novità sul Maestro della pala Grossi come disegnatore;-0;2;Licosa Spa:PO Box 552, I 50125 Florence Italy:011 39 055 64831, EMAIL: licosa@licosa.com, Fax: 011 39 055 641257 Oppure: Sansoni, Firenze non è nota la data di cambio editore.;"MARANI;MARANI, PIETRO";internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/517640;2006;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ERGONOMIA;Segnare la strada. Il contributo della semiotica al Wayfinding;-0;1;Moretii and Vitali Editori SRL:Via G Sergantini 6, I 24128 Bergamo Italy:011 39 035 251300, EMAIL: morettievitali@uninetcom.it, Fax: 011 39 035 4329409;ZINGALE, SALVATORE;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/517641;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ANNALI DELLA FACOLTA' DI LINGUE E LETTERATURE STRANIERE DELL'UNIVERSITA' DI BARI;Painting of Darkness: Exhibition of Twelve Paintings;-0;2;Università degli studi di Bari.;"ZINGALE, SALVATORE;BONFANTINI M. A.";internazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;-0;-0;http://hdl.handle.net/11311/517642;1999;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;ANIMA;Il silenzio intorno a Goya;-0;1;Moretii and Vitali Editori SRL:Via G Sergantini 6a, I 24128 Bergamo Italy:011 39 035 251300, EMAIL: morettievitali@uninetcom.it, Fax: 011 39 035 4329409;ZINGALE, SALVATORE;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/517643;2002;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;COLORE;I colori e l’invenzione della vita;-0;2;Cremona: Ikon Editrice  Milano: A & C DIV. LIBRI & PERIODICI  viene rinominata  Ikon Editrice;"ZINGALE, SALVATORE;BONFANTINI M. A.";nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;Semiotica;http://hdl.handle.net/11311/517644;2009;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;E/C;Semiotica delle scelte;-0;1;-0;ZINGALE, SALVATORE;;;;;-0;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;-0;none;-0;-0;-0;http://hdl.handle.net/11311/517645;2007;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DESIGN VIEW. MAGAZINE DELLA RETE NAZIONALE DI RICERCA SISTEMA DESIGN ITALIA;Le relazioni semiotiche. Note per una ergonomia della comunicazione;-0;1;Milano : Consorzio POLI.design;ZINGALE, SALVATORE;nazionale;;;;;;;;;;;;;;
-0;-0;-0;01.1 Articolo in Rivista;none;-0;ita;-0;http://hdl.handle.net/11311/517646;1991;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;IMMEDIATI DINTORNI;Lampi di profezia. Il presente assoluto dell’avanguardia;-0;1;primo editore: P. Lubrina, 1989, Bergamo POI: Moretti & Vitali Editori,  Bergamo;ZINGALE, SALVATORE;nazionale;;;;;;;;;;;;;;
-0;-0;-0;-0;none;-0;eng ita;eng;http://hdl.handle.net/11311/517823;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;DIID. DISEGNO INDUSTRIALE INDUSTRIAL DESIGN;Serralunga: Ceci n'est pas une vase...;-0;1;Gangemi Editore, Roma;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/517824;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Innovage. Innovare in continuità con la tradizione: il caso Noah, chitarra di Lambrate;-0;1;Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/517825;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Imparare dal passato. Il contributo del design al successo d'impresa: Henry Dreyfuss e il caso John Deere;-0;1;Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/517826;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Design, contesto e Networking: il caso Titania di Luceplan;-0;1;Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/517827;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Kinesis Personal Technogym. Un caso di relazione integrata tra azienda e designer;-0;1;Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/517828;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Apprendere il design: il caso Oh by Tutondo – il suono che arreda;-0;1;Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
-0;Sì, ma tipo non specificato;-0;01.1 Articolo in Rivista;info:eu-repo/semantics/closedAccess;-0;ita;-0;http://hdl.handle.net/11311/517829;2008;01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista;-0;SVILUPPO & ORGANIZZAZIONE;Un male necessario? Condizioni ambientali ed efficacia strategica del design: il caso Zucchetti;-0;1;Milano : E.S.T.E, Via A Colautti 1, I 20125 Milan Italy:011 39 02 30328551, EMAIL: edizioni.este@iol.it, Fax: 011 39 02 30329553;ZURLO, FRANCESCO;nazionale;;;;;;;;;;;;;;
